statement,label
"If U is true and E is true, then U if and only if E is true",1
"If A is true and P is false, then A if and only if P is true",0
"If V is false and W is true, then V if and only if W is true",0
"If Y is true and Z is false, then Y if and only if Z is true",0
"If H is true and I is false, then H if and only if I is true",0
"If T is false and K is false, then T if and only if K is true",1
"If Y is false and L is true, then Y if and only if L is true",0
"If P is false and J is true, then P if and only if J is true",0
"If Q is false and S is false, then Q if and only if S is true",1
"If G is true and F is false, then G if and only if F is true",0
"If Q is false and V is true, then Q if and only if V is true",0
"If K is false and W is true, then K if and only if W is true",0
"If I is false and L is false, then I if and only if L is true",1
"If V is false and Y is false, then V if and only if Y is true",1
"If C is true and Y is false, then C if and only if Y is true",0
"If X is false and Z is true, then X if and only if Z is true",0
"If O is false and W is true, then O if and only if W is true",0
"If W is false and J is false, then W if and only if J is true",1
"If C is false and J is false, then C if and only if J is true",1
"If B is true and O is true, then B if and only if O is true",1
"If U is false and K is false, then U if and only if K is true",1
"If X is false and Y is false, then X if and only if Y is true",1
"If B is false and G is false, then B if and only if G is true",1
"If V is false and Z is false, then V if and only if Z is true",1
"If L is false and N is false, then L if and only if N is true",1
"If M is false and B is false, then M if and only if B is true",1
"If N is true and L is true, then N if and only if L is true",1
"If J is true and K is false, then J if and only if K is true",0
"If P is false and N is true, then P if and only if N is true",0
"If N is false and Z is false, then N if and only if Z is true",1
"If G is false and U is false, then G if and only if U is true",1
"If V is false and Y is true, then V if and only if Y is true",0
"If S is true and W is false, then S if and only if W is true",0
"If D is true and E is true, then D if and only if E is true",1
"If K is false and S is false, then K if and only if S is true",1
"If O is false and D is true, then O if and only if D is true",0
"If K is false and J is false, then K if and only if J is true",1
"If A is true and M is true, then A if and only if M is true",1
"If Q is false and L is false, then Q if and only if L is true",1
"If L is true and P is true, then L if and only if P is true",1
"If T is true and E is true, then T if and only if E is true",1
"If R is false and X is false, then R if and only if X is true",1
"If W is false and O is true, then W if and only if O is true",0
"If J is true and S is false, then J if and only if S is true",0
"If E is false and I is true, then E if and only if I is true",0
"If E is true and U is false, then E if and only if U is true",0
"If R is true and N is true, then R if and only if N is true",1
"If J is true and Z is false, then J if and only if Z is true",0
"If X is true and Y is true, then X if and only if Y is true",1
"If B is false and Q is true, then B if and only if Q is true",0
"If X is true and A is true, then X if and only if A is true",1
"If Y is false and A is true, then Y if and only if A is true",0
"If J is false and E is true, then J if and only if E is true",0
"If G is true and K is false, then G if and only if K is true",0
"If Q is false and E is false, then Q if and only if E is true",1
"If K is false and L is false, then K if and only if L is true",1
"If D is true and M is false, then D if and only if M is true",0
"If S is true and T is false, then S if and only if T is true",0
"If N is false and D is false, then N if and only if D is true",1
"If K is true and A is false, then K if and only if A is true",0
"If H is false and Z is true, then H if and only if Z is true",0
"If K is true and N is false, then K if and only if N is true",0
"If A is true and W is true, then A if and only if W is true",1
"If B is true and X is true, then B if and only if X is true",1
"If I is false and N is false, then I if and only if N is true",1
"If M is true and N is false, then M if and only if N is true",0
"If I is true and V is true, then I if and only if V is true",1
"If M is true and R is false, then M if and only if R is true",0
"If M is true and Z is false, then M if and only if Z is true",0
"If V is false and L is false, then V if and only if L is true",1
"If R is true and W is false, then R if and only if W is true",0
"If B is true and W is true, then B if and only if W is true",1
"If D is false and J is true, then D if and only if J is true",0
"If F is true and Y is true, then F if and only if Y is true",1
"If L is false and Q is false, then L if and only if Q is true",1
"If E is true and O is false, then E if and only if O is true",0
"If O is false and L is true, then O if and only if L is true",0
"If G is true and T is false, then G if and only if T is true",0
"If D is false and V is false, then D if and only if V is true",1
"If T is false and Z is false, then T if and only if Z is true",1
"If V is false and E is true, then V if and only if E is true",0
"If D is false and P is true, then D if and only if P is true",0
"If O is true and X is true, then O if and only if X is true",1
"If T is false and N is true, then T if and only if N is true",0
"If K is true and V is false, then K if and only if V is true",0
"If D is false and N is true, then D if and only if N is true",0
"If J is true and F is false, then J if and only if F is true",0
"If M is false and E is false, then M if and only if E is true",1
"If S is true and N is true, then S if and only if N is true",1
"If X is true and U is false, then X if and only if U is true",0
"If S is true and R is true, then S if and only if R is true",1
"If P is true and O is false, then P if and only if O is true",0
"If Q is false and E is false, then Q if and only if E is true",1
"If Z is false and W is true, then Z if and only if W is true",0
"If A is true and K is false, then A if and only if K is true",0
"If F is true and Z is true, then F if and only if Z is true",1
"If L is true and B is true, then L if and only if B is true",1
"If H is false and M is false, then H if and only if M is true",1
"If I is false and K is false, then I if and only if K is true",1
"If Y is true and C is false, then Y if and only if C is true",0
"If E is false and R is true, then E if and only if R is true",0
"If B is false and D is false, then B if and only if D is true",1
"If V is true and S is false, then V if and only if S is true",0
"If F is true and P is false, then F if and only if P is true",0
"If E is false and P is false, then E if and only if P is true",1
"If D is true and N is false, then D if and only if N is true",0
"If U is false and B is true, then U if and only if B is true",0
"If J is false and X is true, then J if and only if X is true",0
"If L is true and N is true, then L if and only if N is true",1
"If A is true and R is false, then A if and only if R is true",0
"If I is true and E is false, then I if and only if E is true",0
"If S is false and G is true, then S if and only if G is true",0
"If N is true and G is false, then N if and only if G is true",0
"If Z is false and Y is false, then Z if and only if Y is true",1
"If C is true and S is false, then C if and only if S is true",0
"If V is true and W is false, then V if and only if W is true",0
"If F is true and S is false, then F if and only if S is true",0
"If T is false and Q is true, then T if and only if Q is true",0
"If X is true and H is true, then X if and only if H is true",1
"If S is false and V is false, then S if and only if V is true",1
"If D is false and Q is true, then D if and only if Q is true",0
"If M is true and L is true, then M if and only if L is true",1
"If M is true and B is false, then M if and only if B is true",0
"If Q is false and Y is true, then Q if and only if Y is true",0
"If S is false and P is true, then S if and only if P is true",0
"If G is true and V is false, then G if and only if V is true",0
"If G is false and U is true, then G if and only if U is true",0
"If B is false and R is true, then B if and only if R is true",0
"If W is false and J is false, then W if and only if J is true",1
"If Z is false and R is false, then Z if and only if R is true",1
"If D is false and O is false, then D if and only if O is true",1
"If G is false and A is false, then G if and only if A is true",1
"If I is true and K is false, then I if and only if K is true",0
"If U is false and S is true, then U if and only if S is true",0
"If C is true and S is true, then C if and only if S is true",1
"If W is false and N is false, then W if and only if N is true",1
"If M is false and Z is true, then M if and only if Z is true",0
"If G is true and X is false, then G if and only if X is true",0
"If I is false and P is true, then I if and only if P is true",0
"If F is false and V is false, then F if and only if V is true",1
"If C is false and Q is false, then C if and only if Q is true",1
"If G is true and Q is false, then G if and only if Q is true",0
"If Q is true and V is false, then Q if and only if V is true",0
"If B is true and D is true, then B if and only if D is true",1
"If C is true and S is true, then C if and only if S is true",1
"If K is false and R is true, then K if and only if R is true",0
"If P is false and K is true, then P if and only if K is true",0
"If K is true and Y is false, then K if and only if Y is true",0
"If G is false and P is true, then G if and only if P is true",0
"If C is true and B is true, then C if and only if B is true",1
"If Q is false and T is true, then Q if and only if T is true",0
"If N is true and W is true, then N if and only if W is true",1
"If Q is true and O is true, then Q if and only if O is true",1
"If O is false and H is false, then O if and only if H is true",1
"If B is true and Z is false, then B if and only if Z is true",0
"If E is true and P is false, then E if and only if P is true",0
"If Z is false and X is true, then Z if and only if X is true",0
"If O is true and C is true, then O if and only if C is true",1
"If T is false and V is false, then T if and only if V is true",1
"If K is false and N is true, then K if and only if N is true",0
"If P is true and F is false, then P if and only if F is true",0
"If Z is false and X is true, then Z if and only if X is true",0
"If R is false and G is true, then R if and only if G is true",0
"If J is false and E is false, then J if and only if E is true",1
"If A is true and V is true, then A if and only if V is true",1
"If C is true and H is false, then C if and only if H is true",0
"If L is false and X is true, then L if and only if X is true",0
"If D is true and Q is true, then D if and only if Q is true",1
"If M is true and O is false, then M if and only if O is true",0
"If I is true and R is false, then I if and only if R is true",0
"If Z is true and W is true, then Z if and only if W is true",1
"If O is true and U is true, then O if and only if U is true",1
"If Z is true and F is true, then Z if and only if F is true",1
"If Y is true and R is false, then Y if and only if R is true",0
"If U is false and Y is false, then U if and only if Y is true",1
"If I is false and S is false, then I if and only if S is true",1
"If P is false and E is true, then P if and only if E is true",0
"If H is true and V is true, then H if and only if V is true",1
"If N is true and Q is true, then N if and only if Q is true",1
"If G is false and U is true, then G if and only if U is true",0
"If X is false and A is false, then X if and only if A is true",1
"If J is false and S is true, then J if and only if S is true",0
"If Q is true and N is true, then Q if and only if N is true",1
"If K is false and I is false, then K if and only if I is true",1
"If J is true and M is true, then J if and only if M is true",1
"If Y is false and Z is true, then Y if and only if Z is true",0
"If K is true and O is true, then K if and only if O is true",1
"If B is false and A is false, then B if and only if A is true",1
"If Q is false and P is false, then Q if and only if P is true",1
"If B is false and O is false, then B if and only if O is true",1
"If O is true and F is false, then O if and only if F is true",0
"If O is true and Q is true, then O if and only if Q is true",1
"If J is false and W is false, then J if and only if W is true",1
"If P is false and S is false, then P if and only if S is true",1
"If P is true and I is true, then P if and only if I is true",1
"If X is false and Z is true, then X if and only if Z is true",0
"If K is false and I is true, then K if and only if I is true",0
"If V is true and F is true, then V if and only if F is true",1
"If P is false and C is true, then P if and only if C is true",0
"If O is true and H is true, then O if and only if H is true",1
"If K is true and L is true, then K if and only if L is true",1
"If M is false and R is false, then M if and only if R is true",1
"If Y is false and P is true, then Y if and only if P is true",0
"If Y is false and L is true, then Y if and only if L is true",0
"If L is true and A is false, then L if and only if A is true",0
"If R is false and A is true, then R if and only if A is true",0
"If P is true and R is false, then P if and only if R is true",0
"If C is true and U is true, then C if and only if U is true",1
"If T is true and K is false, then T if and only if K is true",0
"If B is true and K is false, then B if and only if K is true",0
"If U is true and J is false, then U if and only if J is true",0
"If O is false and A is true, then O if and only if A is true",0
"If O is true and I is false, then O if and only if I is true",0
"If K is false and Y is true, then K if and only if Y is true",0
"If L is false and H is true, then L if and only if H is true",0
"If W is false and V is true, then W if and only if V is true",0
"If T is false and A is true, then T if and only if A is true",0
"If R is true and U is false, then R if and only if U is true",0
"If I is true and W is false, then I if and only if W is true",0
"If F is false and C is true, then F if and only if C is true",0
"If C is false and F is true, then C if and only if F is true",0
"If C is true and S is true, then C if and only if S is true",1
"If E is true and Q is true, then E if and only if Q is true",1
"If E is false and G is false, then E if and only if G is true",1
"If X is true and O is false, then X if and only if O is true",0
"If F is true and T is false, then F if and only if T is true",0
"If T is true and H is true, then T if and only if H is true",1
"If S is true and G is true, then S if and only if G is true",1
"If U is true and C is true, then U if and only if C is true",1
"If Y is false and N is true, then Y if and only if N is true",0
"If A is true and S is true, then A if and only if S is true",1
"If K is true and Z is true, then K if and only if Z is true",1
"If P is true and F is false, then P if and only if F is true",0
"If F is true and Z is false, then F if and only if Z is true",0
"If J is false and M is false, then J if and only if M is true",1
"If L is true and B is false, then L if and only if B is true",0
"If Z is true and K is true, then Z if and only if K is true",1
"If F is true and Z is false, then F if and only if Z is true",0
"If M is true and J is false, then M if and only if J is true",0
"If T is true and C is false, then T if and only if C is true",0
"If C is true and W is false, then C if and only if W is true",0
"If D is false and I is true, then D if and only if I is true",0
"If J is false and U is true, then J if and only if U is true",0
"If C is false and Q is false, then C if and only if Q is true",1
"If A is true and G is false, then A if and only if G is true",0
"If A is true and S is true, then A if and only if S is true",1
"If K is false and G is true, then K if and only if G is true",0
"If Q is false and R is true, then Q if and only if R is true",0
"If B is true and U is false, then B if and only if U is true",0
"If P is true and D is true, then P if and only if D is true",1
"If R is true and D is true, then R if and only if D is true",1
"If J is false and I is false, then J if and only if I is true",1
"If I is false and Y is false, then I if and only if Y is true",1
"If N is true and U is true, then N if and only if U is true",1
"If S is false and V is false, then S if and only if V is true",1
"If C is false and F is false, then C if and only if F is true",1
"If A is false and E is true, then A if and only if E is true",0
"If W is false and R is true, then W if and only if R is true",0
"If T is false and P is false, then T if and only if P is true",1
"If D is false and F is false, then D if and only if F is true",1
"If R is false and Z is false, then R if and only if Z is true",1
"If P is true and L is false, then P if and only if L is true",0
"If Z is false and O is false, then Z if and only if O is true",1
"If H is true and Q is true, then H if and only if Q is true",1
"If Q is false and F is false, then Q if and only if F is true",1
"If J is false and M is false, then J if and only if M is true",1
"If A is true and S is true, then A if and only if S is true",1
"If T is false and U is false, then T if and only if U is true",1
"If J is true and N is true, then J if and only if N is true",1
"If P is false and J is false, then P if and only if J is true",1
"If B is true and S is true, then B if and only if S is true",1
"If W is true and C is false, then W if and only if C is true",0
"If D is true and K is true, then D if and only if K is true",1
"If Q is true and N is false, then Q if and only if N is true",0
"If Q is true and U is true, then Q if and only if U is true",1
"If U is false and Z is true, then U if and only if Z is true",0
"If K is true and B is true, then K if and only if B is true",1
"If N is true and T is true, then N if and only if T is true",1
"If Z is false and E is false, then Z if and only if E is true",1
"If A is false and Q is true, then A if and only if Q is true",0
"If T is false and I is true, then T if and only if I is true",0
"If Q is true and U is true, then Q if and only if U is true",1
"If E is true and Q is true, then E if and only if Q is true",1
"If R is true and V is false, then R if and only if V is true",0
"If H is true and K is false, then H if and only if K is true",0
"If G is false and C is true, then G if and only if C is true",0
"If G is true and W is true, then G if and only if W is true",1
"If Y is false and I is true, then Y if and only if I is true",0
"If N is false and B is false, then N if and only if B is true",1
"If Q is true and D is false, then Q if and only if D is true",0
"If B is true and H is true, then B if and only if H is true",1
"If J is false and X is true, then J if and only if X is true",0
"If V is false and J is true, then V if and only if J is true",0
"If X is true and D is false, then X if and only if D is true",0
"If N is false and C is true, then N if and only if C is true",0
"If P is false and K is true, then P if and only if K is true",0
"If F is true and J is false, then F if and only if J is true",0
"If Q is false and C is false, then Q if and only if C is true",1
"If G is false and M is false, then G if and only if M is true",1
"If V is false and H is false, then V if and only if H is true",1
"If I is false and Q is true, then I if and only if Q is true",0
"If E is false and B is false, then E if and only if B is true",1
"If F is true and O is false, then F if and only if O is true",0
"If C is true and M is false, then C if and only if M is true",0
"If O is true and I is true, then O if and only if I is true",1
"If K is true and S is true, then K if and only if S is true",1
"If Z is true and W is false, then Z if and only if W is true",0
"If V is false and M is false, then V if and only if M is true",1
"If F is false and B is true, then F if and only if B is true",0
"If U is false and H is false, then U if and only if H is true",1
"If A is true and O is false, then A if and only if O is true",0
"If J is true and I is true, then J if and only if I is true",1
"If G is false and A is true, then G if and only if A is true",0
"If B is true and W is true, then B if and only if W is true",1
"If N is true and M is true, then N if and only if M is true",1
"If Q is true and X is true, then Q if and only if X is true",1
"If S is true and T is true, then S if and only if T is true",1
"If L is false and V is false, then L if and only if V is true",1
"If X is true and C is true, then X if and only if C is true",1
"If U is true and H is true, then U if and only if H is true",1
"If B is true and R is true, then B if and only if R is true",1
"If E is true and S is false, then E if and only if S is true",0
"If S is true and K is true, then S if and only if K is true",1
"If P is true and K is false, then P if and only if K is true",0
"If C is false and S is false, then C if and only if S is true",1
"If Q is true and G is false, then Q if and only if G is true",0
"If Q is true and W is true, then Q if and only if W is true",1
"If B is false and R is true, then B if and only if R is true",0
"If H is true and G is true, then H if and only if G is true",1
"If R is true and Y is true, then R if and only if Y is true",1
"If E is true and Z is true, then E if and only if Z is true",1
"If M is true and N is true, then M if and only if N is true",1
"If R is false and T is false, then R if and only if T is true",1
"If H is false and V is true, then H if and only if V is true",0
"If B is false and X is false, then B if and only if X is true",1
"If A is false and U is true, then A if and only if U is true",0
"If D is true and F is true, then D if and only if F is true",1
"If O is true and G is true, then O if and only if G is true",1
"If N is true and D is true, then N if and only if D is true",1
"If U is false and F is true, then U if and only if F is true",0
"If D is false and Z is false, then D if and only if Z is true",1
"If K is true and S is true, then K if and only if S is true",1
"If E is false and A is true, then E if and only if A is true",0
"If O is false and W is true, then O if and only if W is true",0
"If M is true and R is true, then M if and only if R is true",1
"If U is true and R is true, then U if and only if R is true",1
"If O is false and M is true, then O if and only if M is true",0
"If Q is true and Z is true, then Q if and only if Z is true",1
"If K is true and L is false, then K if and only if L is true",0
"If D is true and G is false, then D if and only if G is true",0
"If Z is false and E is false, then Z if and only if E is true",1
"If F is true and A is true, then F if and only if A is true",1
"If Z is true and H is true, then Z if and only if H is true",1
"If Z is true and O is true, then Z if and only if O is true",1
"If E is false and W is false, then E if and only if W is true",1
"If R is true and B is true, then R if and only if B is true",1
"If T is false and I is false, then T if and only if I is true",1
"If L is false and H is false, then L if and only if H is true",1
"If U is true and Z is true, then U if and only if Z is true",1
"If X is false and H is false, then X if and only if H is true",1
"If F is true and D is false, then F if and only if D is true",0
"If P is true and Q is false, then P if and only if Q is true",0
"If I is false and F is true, then I if and only if F is true",0
"If N is false and S is true, then N if and only if S is true",0
"If A is false and K is false, then A if and only if K is true",1
"If O is true and A is true, then O if and only if A is true",1
"If N is true and P is true, then N if and only if P is true",1
"If M is false and B is true, then M if and only if B is true",0
"If W is true and O is false, then W if and only if O is true",0
"If H is false and D is true, then H if and only if D is true",0
"If K is true and B is true, then K if and only if B is true",1
"If L is false and H is true, then L if and only if H is true",0
"If G is false and Q is false, then G if and only if Q is true",1
"If Q is true and I is true, then Q if and only if I is true",1
"If X is false and S is false, then X if and only if S is true",1
"If C is false and Z is false, then C if and only if Z is true",1
"If C is true and U is true, then C if and only if U is true",1
"If T is false and I is true, then T if and only if I is true",0
"If G is true and A is true, then G if and only if A is true",1
"If B is false and I is false, then B if and only if I is true",1
"If A is false and E is false, then A if and only if E is true",1
"If S is true and J is true, then S if and only if J is true",1
"If L is false and K is false, then L if and only if K is true",1
"If K is false and W is false, then K if and only if W is true",1
"If M is true and T is true, then M if and only if T is true",1
"If C is false and X is false, then C if and only if X is true",1
"If X is true and J is false, then X if and only if J is true",0
"If Y is true and K is false, then Y if and only if K is true",0
"If S is false and A is true, then S if and only if A is true",0
"If D is false and S is false, then D if and only if S is true",1
"If K is false and I is true, then K if and only if I is true",0
"If W is false and N is true, then W if and only if N is true",0
"If F is false and J is true, then F if and only if J is true",0
"If W is true and L is true, then W if and only if L is true",1
"If G is true and V is true, then G if and only if V is true",1
"If L is true and S is true, then L if and only if S is true",1
"If D is true and T is false, then D if and only if T is true",0
"If M is true and R is true, then M if and only if R is true",1
"If I is false and K is false, then I if and only if K is true",1
"If P is false and E is true, then P if and only if E is true",0
"If G is false and Z is false, then G if and only if Z is true",1
"If E is false and Z is true, then E if and only if Z is true",0
"If G is true and L is false, then G if and only if L is true",0
"If T is false and E is false, then T if and only if E is true",1
"If A is false and U is false, then A if and only if U is true",1
"If Y is false and P is true, then Y if and only if P is true",0
"If H is true and P is true, then H if and only if P is true",1
"If X is false and G is true, then X if and only if G is true",0
"If K is false and S is false, then K if and only if S is true",1
"If U is false and X is true, then U if and only if X is true",0
"If T is true and G is false, then T if and only if G is true",0
"If L is true and J is false, then L if and only if J is true",0
"If F is false and S is false, then F if and only if S is true",1
"If H is false and L is false, then H if and only if L is true",1
"If Z is true and X is false, then Z if and only if X is true",0
"If J is true and W is true, then J if and only if W is true",1
"If Z is true and I is false, then Z if and only if I is true",0
"If B is false and P is false, then B if and only if P is true",1
"If V is true and X is false, then V if and only if X is true",0
"If H is true and Z is false, then H if and only if Z is true",0
"If B is true and J is true, then B if and only if J is true",1
"If G is true and O is true, then G if and only if O is true",1
"If Q is true and D is true, then Q if and only if D is true",1
"If B is true and S is false, then B if and only if S is true",0
"If V is false and H is true, then V if and only if H is true",0
"If X is true and L is true, then X if and only if L is true",1
"If J is false and B is true, then J if and only if B is true",0
"If Q is false and G is false, then Q if and only if G is true",1
"If R is true and E is true, then R if and only if E is true",1
"If B is true and L is true, then B if and only if L is true",1
"If B is true and M is true, then B if and only if M is true",1
"If I is false and K is true, then I if and only if K is true",0
"If D is true and J is false, then D if and only if J is true",0
"If K is true and Y is true, then K if and only if Y is true",1
"If N is false and V is false, then N if and only if V is true",1
"If N is false and T is false, then N if and only if T is true",1
"If P is true and Q is true, then P if and only if Q is true",1
"If L is true and U is true, then L if and only if U is true",1
"If E is true and M is false, then E if and only if M is true",0
"If K is false and D is false, then K if and only if D is true",1
"If I is false and F is false, then I if and only if F is true",1
"If K is false and T is false, then K if and only if T is true",1
"If V is true and W is false, then V if and only if W is true",0
"If I is false and R is true, then I if and only if R is true",0
"If O is false and M is true, then O if and only if M is true",0
"If J is false and F is true, then J if and only if F is true",0
"If H is false and Q is false, then H if and only if Q is true",1
"If N is false and T is false, then N if and only if T is true",1
"If B is false and F is true, then B if and only if F is true",0
"If B is false and S is true, then B if and only if S is true",0
"If G is false and K is false, then G if and only if K is true",1
"If I is true and S is true, then I if and only if S is true",1
"If D is false and W is true, then D if and only if W is true",0
"If W is true and R is true, then W if and only if R is true",1
"If H is false and Y is true, then H if and only if Y is true",0
"If E is true and V is true, then E if and only if V is true",1
"If Y is false and B is true, then Y if and only if B is true",0
"If V is false and E is true, then V if and only if E is true",0
"If E is true and D is true, then E if and only if D is true",1
"If K is false and F is false, then K if and only if F is true",1
"If E is false and N is true, then E if and only if N is true",0
"If V is true and Y is false, then V if and only if Y is true",0
"If Y is false and N is false, then Y if and only if N is true",1
"If L is true and D is false, then L if and only if D is true",0
"If W is false and D is true, then W if and only if D is true",0
"If Y is true and J is true, then Y if and only if J is true",1
"If O is true and H is false, then O if and only if H is true",0
"If Z is true and Q is false, then Z if and only if Q is true",0
"If W is false and X is false, then W if and only if X is true",1
"If O is false and W is true, then O if and only if W is true",0
"If M is true and L is false, then M if and only if L is true",0
"If X is true and Q is false, then X if and only if Q is true",0
"If U is false and V is true, then U if and only if V is true",0
"If E is true and K is true, then E if and only if K is true",1
"If D is true and B is true, then D if and only if B is true",1
"If Z is false and E is false, then Z if and only if E is true",1
"If X is false and N is false, then X if and only if N is true",1
