statement,label
"If B is false and L is false, then B NAND L is true",1
"If M is true and P is false, then M NAND P is true",1
"If G is false and K is true, then G NAND K is true",1
"If X is false and S is false, then X NAND S is true",1
"If Z is true and I is false, then Z NAND I is true",1
"If X is true and E is false, then X NAND E is true",1
"If Q is false and B is true, then Q NAND B is true",1
"If A is true and F is false, then A NAND F is true",1
"If M is true and J is true, then M NAND J is true",0
"If K is true and M is false, then K NAND M is true",1
"If N is false and Z is true, then N NAND Z is true",1
"If Y is false and L is true, then Y NAND L is true",1
"If A is false and C is false, then A NAND C is true",1
"If B is true and Y is false, then B NAND Y is true",1
"If M is true and R is false, then M NAND R is true",1
"If H is false and T is false, then H NAND T is true",1
"If Q is true and U is true, then Q NAND U is true",0
"If P is true and Y is false, then P NAND Y is true",1
"If V is false and Z is true, then V NAND Z is true",1
"If Q is true and X is true, then Q NAND X is true",0
"If Q is true and D is false, then Q NAND D is true",1
"If N is false and X is true, then N NAND X is true",1
"If C is true and Y is true, then C NAND Y is true",0
"If J is true and T is false, then J NAND T is true",1
"If J is true and N is true, then J NAND N is true",0
"If U is true and C is false, then U NAND C is true",1
"If V is false and C is false, then V NAND C is true",1
"If T is false and H is false, then T NAND H is true",1
"If D is true and J is false, then D NAND J is true",1
"If D is false and X is true, then D NAND X is true",1
"If U is true and G is false, then U NAND G is true",1
"If S is true and N is true, then S NAND N is true",0
"If A is true and L is false, then A NAND L is true",1
"If Z is false and P is false, then Z NAND P is true",1
"If D is false and V is true, then D NAND V is true",1
"If U is false and O is true, then U NAND O is true",1
"If O is true and Q is true, then O NAND Q is true",0
"If B is true and A is true, then B NAND A is true",0
"If U is true and G is true, then U NAND G is true",0
"If O is true and E is false, then O NAND E is true",1
"If A is true and C is true, then A NAND C is true",0
"If G is true and R is false, then G NAND R is true",1
"If A is false and H is true, then A NAND H is true",1
"If H is false and E is false, then H NAND E is true",1
"If T is true and V is false, then T NAND V is true",1
"If Q is false and K is true, then Q NAND K is true",1
"If S is false and Y is true, then S NAND Y is true",1
"If E is true and U is false, then E NAND U is true",1
"If K is false and M is false, then K NAND M is true",1
"If M is true and A is true, then M NAND A is true",0
"If T is true and W is true, then T NAND W is true",0
"If S is true and M is true, then S NAND M is true",0
"If Z is true and U is true, then Z NAND U is true",0
"If P is true and T is true, then P NAND T is true",0
"If M is true and W is true, then M NAND W is true",0
"If O is true and U is true, then O NAND U is true",0
"If Z is true and L is true, then Z NAND L is true",0
"If E is false and N is false, then E NAND N is true",1
"If C is false and K is true, then C NAND K is true",1
"If J is false and T is false, then J NAND T is true",1
"If O is true and A is true, then O NAND A is true",0
"If Z is false and T is true, then Z NAND T is true",1
"If I is false and L is false, then I NAND L is true",1
"If P is true and F is false, then P NAND F is true",1
"If I is true and C is false, then I NAND C is true",1
"If S is true and L is false, then S NAND L is true",1
"If A is false and V is false, then A NAND V is true",1
"If P is true and K is true, then P NAND K is true",0
"If O is false and U is true, then O NAND U is true",1
"If U is true and W is false, then U NAND W is true",1
"If T is false and Z is false, then T NAND Z is true",1
"If N is false and U is false, then N NAND U is true",1
"If E is true and U is true, then E NAND U is true",0
"If D is false and Q is true, then D NAND Q is true",1
"If Z is true and R is true, then Z NAND R is true",0
"If Y is false and B is true, then Y NAND B is true",1
"If B is false and S is false, then B NAND S is true",1
"If C is false and P is true, then C NAND P is true",1
"If G is false and Q is true, then G NAND Q is true",1
"If R is true and D is false, then R NAND D is true",1
"If O is false and Z is false, then O NAND Z is true",1
"If O is false and J is true, then O NAND J is true",1
"If V is false and P is true, then V NAND P is true",1
"If A is true and L is true, then A NAND L is true",0
"If V is true and I is false, then V NAND I is true",1
"If P is true and T is false, then P NAND T is true",1
"If Y is false and E is false, then Y NAND E is true",1
"If C is true and X is true, then C NAND X is true",0
"If V is false and W is true, then V NAND W is true",1
"If F is true and S is true, then F NAND S is true",0
"If V is false and I is true, then V NAND I is true",1
"If P is true and W is false, then P NAND W is true",1
"If N is true and E is true, then N NAND E is true",0
"If Z is true and W is true, then Z NAND W is true",0
"If J is false and L is false, then J NAND L is true",1
"If L is true and C is false, then L NAND C is true",1
"If P is false and W is true, then P NAND W is true",1
"If S is true and C is true, then S NAND C is true",0
"If A is false and Y is false, then A NAND Y is true",1
"If W is true and E is true, then W NAND E is true",0
"If R is false and C is false, then R NAND C is true",1
"If B is true and J is true, then B NAND J is true",0
"If Z is false and Q is true, then Z NAND Q is true",1
"If W is true and E is false, then W NAND E is true",1
"If X is true and V is false, then X NAND V is true",1
"If H is true and R is true, then H NAND R is true",0
"If W is true and N is false, then W NAND N is true",1
"If H is true and Q is false, then H NAND Q is true",1
"If C is false and A is true, then C NAND A is true",1
"If H is true and F is false, then H NAND F is true",1
"If E is true and P is false, then E NAND P is true",1
"If M is true and P is false, then M NAND P is true",1
"If N is true and L is false, then N NAND L is true",1
"If F is true and S is false, then F NAND S is true",1
"If K is true and E is true, then K NAND E is true",0
"If N is false and A is false, then N NAND A is true",1
"If H is true and C is true, then H NAND C is true",0
"If Y is false and F is false, then Y NAND F is true",1
"If T is false and A is false, then T NAND A is true",1
"If S is true and G is false, then S NAND G is true",1
"If A is false and E is true, then A NAND E is true",1
"If A is false and I is true, then A NAND I is true",1
"If Z is true and K is true, then Z NAND K is true",0
"If R is false and Z is true, then R NAND Z is true",1
"If R is false and D is true, then R NAND D is true",1
"If O is true and J is false, then O NAND J is true",1
"If H is true and U is false, then H NAND U is true",1
"If F is false and B is false, then F NAND B is true",1
"If D is true and W is true, then D NAND W is true",0
"If U is true and M is false, then U NAND M is true",1
"If E is false and X is false, then E NAND X is true",1
"If A is true and Y is false, then A NAND Y is true",1
"If M is false and Y is true, then M NAND Y is true",1
"If H is false and Q is false, then H NAND Q is true",1
"If S is true and W is true, then S NAND W is true",0
"If U is true and D is false, then U NAND D is true",1
"If Z is true and B is true, then Z NAND B is true",0
"If D is true and E is false, then D NAND E is true",1
"If T is false and C is true, then T NAND C is true",1
"If V is true and U is false, then V NAND U is true",1
"If F is true and P is false, then F NAND P is true",1
"If Z is false and U is true, then Z NAND U is true",1
"If V is false and K is false, then V NAND K is true",1
"If I is false and Y is true, then I NAND Y is true",1
"If X is true and Q is true, then X NAND Q is true",0
"If A is false and D is true, then A NAND D is true",1
"If S is true and M is false, then S NAND M is true",1
"If X is true and P is true, then X NAND P is true",0
"If P is false and B is false, then P NAND B is true",1
"If N is true and C is false, then N NAND C is true",1
"If O is false and A is false, then O NAND A is true",1
"If F is true and U is false, then F NAND U is true",1
"If G is true and T is false, then G NAND T is true",1
"If H is false and W is true, then H NAND W is true",1
"If B is false and N is true, then B NAND N is true",1
"If N is true and I is false, then N NAND I is true",1
"If H is false and N is false, then H NAND N is true",1
"If F is true and N is true, then F NAND N is true",0
"If G is false and L is false, then G NAND L is true",1
"If N is false and T is false, then N NAND T is true",1
"If A is true and H is true, then A NAND H is true",0
"If A is false and R is false, then A NAND R is true",1
"If R is false and C is true, then R NAND C is true",1
"If I is false and T is false, then I NAND T is true",1
"If K is true and T is false, then K NAND T is true",1
"If Z is false and A is false, then Z NAND A is true",1
"If X is true and N is false, then X NAND N is true",1
"If Z is true and W is true, then Z NAND W is true",0
"If H is false and B is true, then H NAND B is true",1
"If O is true and G is true, then O NAND G is true",0
"If N is true and R is false, then N NAND R is true",1
"If D is false and T is true, then D NAND T is true",1
"If O is false and Q is true, then O NAND Q is true",1
"If R is true and M is false, then R NAND M is true",1
"If U is true and S is true, then U NAND S is true",0
"If Q is false and F is false, then Q NAND F is true",1
"If J is true and P is true, then J NAND P is true",0
"If F is false and W is true, then F NAND W is true",1
"If D is false and S is false, then D NAND S is true",1
"If F is false and D is true, then F NAND D is true",1
"If Y is true and T is false, then Y NAND T is true",1
"If M is false and Z is false, then M NAND Z is true",1
"If B is true and N is true, then B NAND N is true",0
"If X is true and Y is false, then X NAND Y is true",1
"If Q is false and S is false, then Q NAND S is true",1
"If D is true and Z is true, then D NAND Z is true",0
"If C is false and J is false, then C NAND J is true",1
"If W is true and V is true, then W NAND V is true",0
"If Y is false and T is false, then Y NAND T is true",1
"If A is false and T is true, then A NAND T is true",1
"If Y is false and A is true, then Y NAND A is true",1
"If E is true and F is false, then E NAND F is true",1
"If Z is true and E is false, then Z NAND E is true",1
"If I is false and J is false, then I NAND J is true",1
"If R is true and E is true, then R NAND E is true",0
"If B is true and A is true, then B NAND A is true",0
"If Y is false and P is true, then Y NAND P is true",1
"If F is false and D is true, then F NAND D is true",1
"If Y is false and G is true, then Y NAND G is true",1
"If K is false and P is true, then K NAND P is true",1
"If E is false and T is true, then E NAND T is true",1
"If L is false and O is false, then L NAND O is true",1
"If S is true and D is true, then S NAND D is true",0
"If B is true and R is true, then B NAND R is true",0
"If C is false and O is false, then C NAND O is true",1
"If C is true and H is true, then C NAND H is true",0
"If K is true and Y is true, then K NAND Y is true",0
"If J is false and G is true, then J NAND G is true",1
"If Y is false and M is true, then Y NAND M is true",1
"If A is true and T is false, then A NAND T is true",1
"If Y is true and S is true, then Y NAND S is true",0
"If Y is true and B is true, then Y NAND B is true",0
"If O is true and M is true, then O NAND M is true",0
"If Q is false and O is false, then Q NAND O is true",1
"If G is true and C is false, then G NAND C is true",1
"If A is true and T is true, then A NAND T is true",0
"If C is false and B is false, then C NAND B is true",1
"If O is false and S is false, then O NAND S is true",1
"If U is false and H is false, then U NAND H is true",1
"If J is true and B is true, then J NAND B is true",0
"If G is true and A is true, then G NAND A is true",0
"If V is true and L is false, then V NAND L is true",1
"If X is true and F is false, then X NAND F is true",1
"If X is true and B is true, then X NAND B is true",0
"If W is true and B is true, then W NAND B is true",0
"If L is true and E is false, then L NAND E is true",1
"If S is true and Y is true, then S NAND Y is true",0
"If D is true and T is true, then D NAND T is true",0
"If O is true and H is false, then O NAND H is true",1
"If M is false and A is true, then M NAND A is true",1
"If G is false and Q is true, then G NAND Q is true",1
"If R is true and K is false, then R NAND K is true",1
"If C is false and E is false, then C NAND E is true",1
"If D is true and H is true, then D NAND H is true",0
"If E is true and Q is false, then E NAND Q is true",1
"If R is true and T is false, then R NAND T is true",1
"If R is false and D is false, then R NAND D is true",1
"If Y is true and I is false, then Y NAND I is true",1
"If Y is false and Q is false, then Y NAND Q is true",1
"If M is false and T is false, then M NAND T is true",1
"If S is false and A is true, then S NAND A is true",1
"If R is false and V is true, then R NAND V is true",1
"If B is true and S is false, then B NAND S is true",1
"If E is false and S is false, then E NAND S is true",1
"If V is false and P is false, then V NAND P is true",1
"If X is true and A is false, then X NAND A is true",1
"If D is true and E is true, then D NAND E is true",0
"If X is true and P is false, then X NAND P is true",1
"If M is true and Q is false, then M NAND Q is true",1
"If U is false and B is true, then U NAND B is true",1
"If V is true and K is false, then V NAND K is true",1
"If L is false and V is false, then L NAND V is true",1
"If A is true and T is true, then A NAND T is true",0
"If R is false and K is true, then R NAND K is true",1
"If N is true and X is false, then N NAND X is true",1
"If M is false and R is false, then M NAND R is true",1
"If Z is false and V is true, then Z NAND V is true",1
"If M is false and K is false, then M NAND K is true",1
"If K is false and Q is false, then K NAND Q is true",1
"If Q is false and F is false, then Q NAND F is true",1
"If W is false and G is true, then W NAND G is true",1
"If P is true and W is true, then P NAND W is true",0
"If N is false and E is true, then N NAND E is true",1
"If M is true and Z is true, then M NAND Z is true",0
"If E is true and G is true, then E NAND G is true",0
"If U is true and B is true, then U NAND B is true",0
"If H is false and L is false, then H NAND L is true",1
"If D is false and L is false, then D NAND L is true",1
"If L is true and E is true, then L NAND E is true",0
"If T is true and K is false, then T NAND K is true",1
"If I is false and N is false, then I NAND N is true",1
"If I is true and T is false, then I NAND T is true",1
"If M is true and J is false, then M NAND J is true",1
"If Q is false and S is false, then Q NAND S is true",1
"If A is false and D is false, then A NAND D is true",1
"If Z is false and V is false, then Z NAND V is true",1
"If W is true and H is false, then W NAND H is true",1
"If Y is true and R is false, then Y NAND R is true",1
"If G is true and I is false, then G NAND I is true",1
"If A is false and U is true, then A NAND U is true",1
"If K is true and H is false, then K NAND H is true",1
"If P is true and T is false, then P NAND T is true",1
"If N is true and D is false, then N NAND D is true",1
"If H is false and U is false, then H NAND U is true",1
"If D is true and W is false, then D NAND W is true",1
"If S is false and Y is false, then S NAND Y is true",1
"If R is false and H is false, then R NAND H is true",1
"If B is false and Z is false, then B NAND Z is true",1
"If L is false and T is false, then L NAND T is true",1
"If J is false and C is false, then J NAND C is true",1
"If C is true and N is true, then C NAND N is true",0
"If P is true and V is true, then P NAND V is true",0
"If A is false and Q is false, then A NAND Q is true",1
"If N is false and D is false, then N NAND D is true",1
"If I is true and V is true, then I NAND V is true",0
"If T is true and Y is false, then T NAND Y is true",1
"If M is false and I is false, then M NAND I is true",1
"If I is true and M is false, then I NAND M is true",1
"If H is false and W is true, then H NAND W is true",1
"If Y is false and Q is true, then Y NAND Q is true",1
"If U is true and P is true, then U NAND P is true",0
"If N is true and Y is false, then N NAND Y is true",1
"If I is false and F is false, then I NAND F is true",1
"If S is false and E is true, then S NAND E is true",1
"If C is false and D is true, then C NAND D is true",1
"If E is true and Z is true, then E NAND Z is true",0
"If L is false and E is false, then L NAND E is true",1
"If W is false and Q is true, then W NAND Q is true",1
"If S is false and A is false, then S NAND A is true",1
"If M is true and Z is true, then M NAND Z is true",0
"If Q is true and I is false, then Q NAND I is true",1
"If O is true and V is false, then O NAND V is true",1
"If Z is true and S is true, then Z NAND S is true",0
"If F is true and L is false, then F NAND L is true",1
"If P is false and F is false, then P NAND F is true",1
"If W is false and E is false, then W NAND E is true",1
"If K is true and Q is false, then K NAND Q is true",1
"If P is true and R is true, then P NAND R is true",0
"If Q is false and K is false, then Q NAND K is true",1
"If L is true and W is false, then L NAND W is true",1
"If Z is false and H is false, then Z NAND H is true",1
"If T is false and Q is true, then T NAND Q is true",1
"If T is true and M is true, then T NAND M is true",0
"If O is true and Q is true, then O NAND Q is true",0
"If R is false and W is false, then R NAND W is true",1
"If B is false and K is true, then B NAND K is true",1
"If E is true and U is true, then E NAND U is true",0
"If Y is true and C is true, then Y NAND C is true",0
"If C is false and L is true, then C NAND L is true",1
"If T is true and Z is false, then T NAND Z is true",1
"If R is false and X is false, then R NAND X is true",1
"If Z is true and T is false, then Z NAND T is true",1
"If U is false and S is false, then U NAND S is true",1
"If T is false and Q is false, then T NAND Q is true",1
"If H is false and A is true, then H NAND A is true",1
"If F is false and K is false, then F NAND K is true",1
"If K is true and H is false, then K NAND H is true",1
"If Z is false and F is false, then Z NAND F is true",1
"If O is false and H is false, then O NAND H is true",1
"If N is false and C is false, then N NAND C is true",1
"If Q is false and E is false, then Q NAND E is true",1
"If W is true and D is true, then W NAND D is true",0
"If O is false and Z is false, then O NAND Z is true",1
"If S is false and W is true, then S NAND W is true",1
"If R is false and V is true, then R NAND V is true",1
"If Y is false and I is false, then Y NAND I is true",1
"If F is false and A is true, then F NAND A is true",1
"If I is true and R is false, then I NAND R is true",1
"If S is false and U is true, then S NAND U is true",1
"If T is false and R is false, then T NAND R is true",1
"If U is false and K is true, then U NAND K is true",1
"If A is false and L is true, then A NAND L is true",1
"If Z is false and V is false, then Z NAND V is true",1
"If O is false and R is true, then O NAND R is true",1
"If W is false and C is true, then W NAND C is true",1
"If I is false and H is false, then I NAND H is true",1
"If Y is false and Q is true, then Y NAND Q is true",1
"If F is true and O is true, then F NAND O is true",0
"If B is true and R is false, then B NAND R is true",1
"If J is true and N is false, then J NAND N is true",1
"If S is true and U is true, then S NAND U is true",0
"If D is false and K is false, then D NAND K is true",1
"If B is false and D is true, then B NAND D is true",1
"If N is false and J is false, then N NAND J is true",1
"If T is false and W is false, then T NAND W is true",1
"If A is false and Q is true, then A NAND Q is true",1
"If X is true and S is true, then X NAND S is true",0
"If O is true and F is false, then O NAND F is true",1
"If N is false and C is true, then N NAND C is true",1
"If G is true and X is true, then G NAND X is true",0
"If J is true and L is true, then J NAND L is true",0
"If D is false and Q is true, then D NAND Q is true",1
"If N is true and T is true, then N NAND T is true",0
"If W is true and L is false, then W NAND L is true",1
"If V is true and B is true, then V NAND B is true",0
"If R is true and Z is false, then R NAND Z is true",1
"If Y is true and G is true, then Y NAND G is true",0
"If K is false and P is false, then K NAND P is true",1
"If X is false and H is false, then X NAND H is true",1
"If P is true and I is true, then P NAND I is true",0
"If O is false and V is false, then O NAND V is true",1
"If E is false and W is false, then E NAND W is true",1
"If V is false and Z is false, then V NAND Z is true",1
"If C is false and G is true, then C NAND G is true",1
"If F is false and S is false, then F NAND S is true",1
"If P is false and M is true, then P NAND M is true",1
"If H is true and Y is true, then H NAND Y is true",0
"If L is false and E is false, then L NAND E is true",1
"If F is false and L is true, then F NAND L is true",1
"If Q is true and X is true, then Q NAND X is true",0
"If I is false and Q is true, then I NAND Q is true",1
"If N is false and C is true, then N NAND C is true",1
"If X is false and F is false, then X NAND F is true",1
"If V is true and E is true, then V NAND E is true",0
"If D is true and A is true, then D NAND A is true",0
"If K is true and Q is false, then K NAND Q is true",1
"If N is false and U is false, then N NAND U is true",1
"If O is false and W is true, then O NAND W is true",1
"If K is false and Z is false, then K NAND Z is true",1
"If Z is true and K is true, then Z NAND K is true",0
"If Y is true and L is false, then Y NAND L is true",1
"If D is false and N is false, then D NAND N is true",1
"If Q is false and F is true, then Q NAND F is true",1
"If C is true and G is false, then C NAND G is true",1
"If A is true and O is false, then A NAND O is true",1
"If T is true and G is false, then T NAND G is true",1
"If S is true and Q is true, then S NAND Q is true",0
"If E is true and P is true, then E NAND P is true",0
"If U is true and E is true, then U NAND E is true",0
"If G is true and P is false, then G NAND P is true",1
"If P is false and X is true, then P NAND X is true",1
"If Y is true and J is false, then Y NAND J is true",1
"If Y is false and U is true, then Y NAND U is true",1
"If B is true and M is true, then B NAND M is true",0
"If E is false and J is false, then E NAND J is true",1
"If V is true and L is false, then V NAND L is true",1
"If Q is true and R is true, then Q NAND R is true",0
"If K is true and X is false, then K NAND X is true",1
"If F is true and N is false, then F NAND N is true",1
"If T is false and Y is false, then T NAND Y is true",1
"If O is true and H is false, then O NAND H is true",1
"If P is false and M is true, then P NAND M is true",1
"If I is false and H is false, then I NAND H is true",1
"If O is false and G is false, then O NAND G is true",1
"If E is true and P is true, then E NAND P is true",0
"If X is true and G is true, then X NAND G is true",0
"If M is true and L is true, then M NAND L is true",0
"If V is true and G is true, then V NAND G is true",0
"If E is true and D is false, then E NAND D is true",1
"If Z is true and B is false, then Z NAND B is true",1
"If V is true and U is true, then V NAND U is true",0
"If Y is false and R is true, then Y NAND R is true",1
"If J is true and Q is true, then J NAND Q is true",0
"If Y is true and F is true, then Y NAND F is true",0
"If C is false and J is true, then C NAND J is true",1
"If W is false and R is false, then W NAND R is true",1
"If X is false and O is false, then X NAND O is true",1
"If B is true and J is true, then B NAND J is true",0
"If V is false and R is false, then V NAND R is true",1
"If A is true and E is false, then A NAND E is true",1
"If X is false and L is false, then X NAND L is true",1
"If L is false and C is false, then L NAND C is true",1
"If V is true and W is true, then V NAND W is true",0
"If X is true and S is false, then X NAND S is true",1
"If A is true and V is false, then A NAND V is true",1
"If L is false and R is false, then L NAND R is true",1
"If E is true and F is false, then E NAND F is true",1
"If R is false and T is true, then R NAND T is true",1
"If Z is false and A is false, then Z NAND A is true",1
"If C is false and J is true, then C NAND J is true",1
"If L is false and A is false, then L NAND A is true",1
"If K is true and A is false, then K NAND A is true",1
"If G is true and Y is false, then G NAND Y is true",1
"If X is true and P is false, then X NAND P is true",1
"If S is true and K is true, then S NAND K is true",0
"If Y is true and H is false, then Y NAND H is true",1
"If D is false and V is true, then D NAND V is true",1
"If D is false and I is false, then D NAND I is true",1
"If P is true and F is true, then P NAND F is true",0
"If I is true and P is false, then I NAND P is true",1
"If M is false and O is false, then M NAND O is true",1
"If D is false and Q is false, then D NAND Q is true",1
"If B is true and G is false, then B NAND G is true",1
"If G is true and L is false, then G NAND L is true",1
"If N is true and G is false, then N NAND G is true",1
"If Z is false and E is false, then Z NAND E is true",1
"If D is true and M is true, then D NAND M is true",0
"If I is true and J is true, then I NAND J is true",0
"If W is false and K is true, then W NAND K is true",1
"If E is true and X is false, then E NAND X is true",1
"If O is false and M is false, then O NAND M is true",1
"If R is true and Q is false, then R NAND Q is true",1
"If Q is false and C is true, then Q NAND C is true",1
"If D is true and K is false, then D NAND K is true",1
"If B is false and O is false, then B NAND O is true",1
"If H is true and U is false, then H NAND U is true",1
"If D is false and K is true, then D NAND K is true",1
"If W is false and R is true, then W NAND R is true",1
"If T is true and B is true, then T NAND B is true",0
"If I is true and V is false, then I NAND V is true",1
"If I is true and H is true, then I NAND H is true",0
"If S is false and N is true, then S NAND N is true",1
"If Q is true and Y is false, then Q NAND Y is true",1
"If J is true and C is false, then J NAND C is true",1
"If G is true and Y is true, then G NAND Y is true",0
"If Q is true and A is false, then Q NAND A is true",1
"If F is false and I is true, then F NAND I is true",1
"If F is true and H is false, then F NAND H is true",1
"If L is true and V is true, then L NAND V is true",0
"If T is true and S is true, then T NAND S is true",0
"If I is true and X is false, then I NAND X is true",1
"If K is false and T is false, then K NAND T is true",1
"If F is true and O is false, then F NAND O is true",1
"If W is true and Q is false, then W NAND Q is true",1
"If N is false and Q is true, then N NAND Q is true",1
"If B is true and D is true, then B NAND D is true",0
"If O is true and Q is true, then O NAND Q is true",0
"If O is false and F is false, then O NAND F is true",1
"If Q is false and Z is true, then Q NAND Z is true",1
"If L is true and N is false, then L NAND N is true",1
"If Y is false and Z is true, then Y NAND Z is true",1
"If R is false and I is true, then R NAND I is true",1
"If J is false and L is false, then J NAND L is true",1
"If E is false and Y is false, then E NAND Y is true",1
"If J is false and U is true, then J NAND U is true",1
"If E is true and F is false, then E NAND F is true",1
"If C is false and P is false, then C NAND P is true",1
"If N is false and K is true, then N NAND K is true",1
"If M is false and U is true, then M NAND U is true",1
"If U is false and V is true, then U NAND V is true",1
"If P is false and X is false, then P NAND X is true",1
"If J is false and Z is false, then J NAND Z is true",1
"If D is true and P is false, then D NAND P is true",1
"If Y is false and V is true, then Y NAND V is true",1
"If E is false and H is false, then E NAND H is true",1
"If N is true and A is false, then N NAND A is true",1
"If B is true and O is true, then B NAND O is true",0
"If L is true and T is false, then L NAND T is true",1
"If T is false and A is true, then T NAND A is true",1
"If T is true and N is true, then T NAND N is true",0
"If P is true and Q is false, then P NAND Q is true",1
"If M is false and I is true, then M NAND I is true",1
"If K is false and A is true, then K NAND A is true",1
"If W is true and U is true, then W NAND U is true",0
"If P is true and U is false, then P NAND U is true",1
"If Q is true and P is false, then Q NAND P is true",1
"If O is true and K is false, then O NAND K is true",1
"If F is false and X is false, then F NAND X is true",1
"If W is false and U is true, then W NAND U is true",1
"If D is true and V is true, then D NAND V is true",0
"If Q is false and M is true, then Q NAND M is true",1
"If J is true and R is false, then J NAND R is true",1
"If F is false and M is true, then F NAND M is true",1
"If C is true and N is true, then C NAND N is true",0
"If B is true and Z is true, then B NAND Z is true",0
