statement,label
"If I is true and M is true, then I or M is true",1
"If Z is false and Y is false, then Z or Y is true",0
"If Q is true and V is true, then Q or V is true",1
"If Q is false and J is false, then Q or J is true",0
"If Y is true and N is true, then Y or N is true",1
"If W is true and I is true, then W or I is true",1
"If A is false and U is true, then A or U is true",1
"If Z is false and A is true, then Z or A is true",1
"If F is true and V is true, then F or V is true",1
"If P is false and T is true, then P or T is true",1
"If T is false and L is true, then T or L is true",1
"If A is true and E is false, then A or E is true",1
"If Z is true and J is false, then Z or J is true",1
"If M is false and C is true, then M or C is true",1
"If M is false and G is true, then M or G is true",1
"If I is true and C is true, then I or C is true",1
"If F is true and V is false, then F or V is true",1
"If H is false and T is false, then H or T is true",0
"If U is false and Q is true, then U or Q is true",1
"If I is true and T is true, then I or T is true",1
"If Q is true and M is true, then Q or M is true",1
"If W is true and O is true, then W or O is true",1
"If P is true and F is false, then P or F is true",1
"If P is true and N is false, then P or N is true",1
"If T is true and X is true, then T or X is true",1
"If D is false and U is true, then D or U is true",1
"If Q is false and L is true, then Q or L is true",1
"If E is true and L is false, then E or L is true",1
"If E is false and G is false, then E or G is true",0
"If V is false and R is true, then V or R is true",1
"If R is true and C is false, then R or C is true",1
"If C is false and Q is false, then C or Q is true",0
"If O is true and D is false, then O or D is true",1
"If K is true and C is true, then K or C is true",1
"If S is true and U is true, then S or U is true",1
"If W is true and I is false, then W or I is true",1
"If Y is true and P is true, then Y or P is true",1
"If X is true and J is true, then X or J is true",1
"If L is false and E is false, then L or E is true",0
"If D is false and Z is true, then D or Z is true",1
"If Y is true and I is false, then Y or I is true",1
"If D is false and Q is false, then D or Q is true",0
"If R is true and D is false, then R or D is true",1
"If F is true and C is true, then F or C is true",1
"If Y is false and H is false, then Y or H is true",0
"If E is true and T is true, then E or T is true",1
"If C is false and F is false, then C or F is true",0
"If L is true and M is false, then L or M is true",1
"If N is true and B is false, then N or B is true",1
"If Z is false and U is false, then Z or U is true",0
"If I is false and V is true, then I or V is true",1
"If F is false and Y is true, then F or Y is true",1
"If L is false and H is false, then L or H is true",0
"If J is false and C is true, then J or C is true",1
"If N is true and W is true, then N or W is true",1
"If R is false and V is true, then R or V is true",1
"If O is false and W is false, then O or W is true",0
"If S is false and I is false, then S or I is true",0
"If O is true and U is true, then O or U is true",1
"If U is true and C is true, then U or C is true",1
"If J is false and N is true, then J or N is true",1
"If A is true and X is false, then A or X is true",1
"If I is true and Y is true, then I or Y is true",1
"If Y is true and T is true, then Y or T is true",1
"If Y is true and Z is true, then Y or Z is true",1
"If C is false and I is true, then C or I is true",1
"If E is false and Q is false, then E or Q is true",0
"If U is true and K is true, then U or K is true",1
"If P is true and O is true, then P or O is true",1
"If J is false and D is false, then J or D is true",0
"If E is false and I is false, then E or I is true",0
"If H is true and I is false, then H or I is true",1
"If R is false and E is false, then R or E is true",0
"If B is false and D is true, then B or D is true",1
"If M is true and P is true, then M or P is true",1
"If J is false and P is true, then J or P is true",1
"If I is false and C is true, then I or C is true",1
"If A is true and C is false, then A or C is true",1
"If V is true and W is true, then V or W is true",1
"If T is true and X is true, then T or X is true",1
"If V is true and J is false, then V or J is true",1
"If S is false and T is true, then S or T is true",1
"If H is false and C is true, then H or C is true",1
"If X is true and K is false, then X or K is true",1
"If U is false and M is true, then U or M is true",1
"If I is false and O is false, then I or O is true",0
"If V is false and C is true, then V or C is true",1
"If L is false and B is false, then L or B is true",0
"If T is false and E is true, then T or E is true",1
"If P is false and G is false, then P or G is true",0
"If H is true and A is false, then H or A is true",1
"If A is false and Y is true, then A or Y is true",1
"If I is false and U is false, then I or U is true",0
"If V is true and Z is false, then V or Z is true",1
"If N is true and V is true, then N or V is true",1
"If P is false and B is false, then P or B is true",0
"If S is false and O is true, then S or O is true",1
"If I is false and F is true, then I or F is true",1
"If V is false and Z is false, then V or Z is true",0
"If L is false and J is false, then L or J is true",0
"If L is false and X is false, then L or X is true",0
"If R is true and Z is false, then R or Z is true",1
"If V is false and M is false, then V or M is true",0
"If V is false and N is false, then V or N is true",0
"If Y is true and Q is true, then Y or Q is true",1
"If M is true and Z is false, then M or Z is true",1
"If A is false and V is false, then A or V is true",0
"If D is false and S is true, then D or S is true",1
"If L is true and M is true, then L or M is true",1
"If J is true and K is true, then J or K is true",1
"If X is true and D is true, then X or D is true",1
"If N is true and S is false, then N or S is true",1
"If L is true and Y is false, then L or Y is true",1
"If H is false and D is true, then H or D is true",1
"If R is false and O is true, then R or O is true",1
"If S is true and T is true, then S or T is true",1
"If U is true and I is true, then U or I is true",1
"If P is false and Q is false, then P or Q is true",0
"If E is true and S is false, then E or S is true",1
"If P is false and A is false, then P or A is true",0
"If V is true and P is true, then V or P is true",1
"If N is false and Q is false, then N or Q is true",0
"If V is true and C is false, then V or C is true",1
"If M is true and V is true, then M or V is true",1
"If O is false and C is false, then O or C is true",0
"If R is false and M is true, then R or M is true",1
"If R is false and T is true, then R or T is true",1
"If V is false and L is false, then V or L is true",0
"If T is true and S is true, then T or S is true",1
"If C is false and E is true, then C or E is true",1
"If X is false and B is false, then X or B is true",0
"If K is true and Z is false, then K or Z is true",1
"If T is false and X is true, then T or X is true",1
"If T is true and B is true, then T or B is true",1
"If Z is false and M is true, then Z or M is true",1
"If F is false and O is false, then F or O is true",0
"If E is false and K is true, then E or K is true",1
"If A is true and K is false, then A or K is true",1
"If U is true and O is false, then U or O is true",1
"If H is false and W is false, then H or W is true",0
"If A is true and I is true, then A or I is true",1
"If G is false and I is false, then G or I is true",0
"If D is false and U is true, then D or U is true",1
"If D is true and B is false, then D or B is true",1
"If W is true and A is true, then W or A is true",1
"If B is true and T is true, then B or T is true",1
"If T is true and Y is true, then T or Y is true",1
"If D is false and S is true, then D or S is true",1
"If P is false and C is false, then P or C is true",0
"If T is true and E is false, then T or E is true",1
"If N is false and J is false, then N or J is true",0
"If X is true and Y is true, then X or Y is true",1
"If F is true and L is false, then F or L is true",1
"If K is false and T is false, then K or T is true",0
"If K is false and L is true, then K or L is true",1
"If Q is true and H is true, then Q or H is true",1
"If J is false and W is true, then J or W is true",1
"If P is true and L is true, then P or L is true",1
"If A is false and H is false, then A or H is true",0
"If M is false and R is false, then M or R is true",0
"If F is false and J is false, then F or J is true",0
"If U is true and M is true, then U or M is true",1
"If C is true and V is false, then C or V is true",1
"If T is true and V is false, then T or V is true",1
"If V is true and A is true, then V or A is true",1
"If G is false and Y is false, then G or Y is true",0
"If A is false and W is true, then A or W is true",1
"If M is true and F is false, then M or F is true",1
"If K is true and O is false, then K or O is true",1
"If S is true and F is false, then S or F is true",1
"If M is true and U is true, then M or U is true",1
"If N is false and A is true, then N or A is true",1
"If U is true and T is false, then U or T is true",1
"If Z is false and V is false, then Z or V is true",0
"If Q is false and G is false, then Q or G is true",0
"If K is true and H is false, then K or H is true",1
"If U is true and R is false, then U or R is true",1
"If Y is false and T is false, then Y or T is true",0
"If O is false and D is false, then O or D is true",0
"If F is true and L is false, then F or L is true",1
"If O is false and L is false, then O or L is true",0
"If G is true and D is true, then G or D is true",1
"If G is true and O is true, then G or O is true",1
"If M is true and Z is false, then M or Z is true",1
"If C is false and H is false, then C or H is true",0
"If Y is false and N is false, then Y or N is true",0
"If R is true and Q is true, then R or Q is true",1
"If N is true and H is false, then N or H is true",1
"If X is false and O is false, then X or O is true",0
"If U is true and S is false, then U or S is true",1
"If B is true and S is true, then B or S is true",1
"If L is true and Y is true, then L or Y is true",1
"If U is false and G is false, then U or G is true",0
"If X is false and F is true, then X or F is true",1
"If I is false and S is true, then I or S is true",1
"If B is true and T is true, then B or T is true",1
"If X is false and C is false, then X or C is true",0
"If K is true and U is false, then K or U is true",1
"If X is true and H is true, then X or H is true",1
"If Z is true and M is false, then Z or M is true",1
"If O is false and T is false, then O or T is true",0
"If X is false and B is false, then X or B is true",0
"If W is false and X is false, then W or X is true",0
"If H is false and D is false, then H or D is true",0
"If N is false and D is false, then N or D is true",0
"If T is true and S is true, then T or S is true",1
"If E is true and F is false, then E or F is true",1
"If P is false and O is true, then P or O is true",1
"If Q is false and U is false, then Q or U is true",0
"If S is false and H is true, then S or H is true",1
"If V is true and I is true, then V or I is true",1
"If K is false and V is false, then K or V is true",0
"If M is true and U is true, then M or U is true",1
"If P is false and M is false, then P or M is true",0
"If X is true and W is false, then X or W is true",1
"If T is true and F is false, then T or F is true",1
"If B is true and Y is false, then B or Y is true",1
"If Y is true and C is false, then Y or C is true",1
"If W is true and J is true, then W or J is true",1
"If J is false and A is false, then J or A is true",0
"If R is true and K is true, then R or K is true",1
"If A is true and W is true, then A or W is true",1
"If R is true and L is true, then R or L is true",1
"If B is false and J is false, then B or J is true",0
"If R is false and P is false, then R or P is true",0
"If Q is false and T is true, then Q or T is true",1
"If D is false and W is true, then D or W is true",1
"If V is false and C is true, then V or C is true",1
"If P is true and O is false, then P or O is true",1
"If Z is true and C is false, then Z or C is true",1
"If C is false and P is false, then C or P is true",0
"If R is true and O is false, then R or O is true",1
"If Y is false and N is true, then Y or N is true",1
"If M is true and N is true, then M or N is true",1
"If K is false and B is false, then K or B is true",0
"If P is true and B is false, then P or B is true",1
"If A is false and P is false, then A or P is true",0
"If Y is false and F is true, then Y or F is true",1
"If S is true and V is true, then S or V is true",1
"If Z is true and K is true, then Z or K is true",1
"If V is true and O is true, then V or O is true",1
"If F is true and C is false, then F or C is true",1
"If U is true and P is false, then U or P is true",1
"If A is true and W is true, then A or W is true",1
"If E is false and Y is false, then E or Y is true",0
"If Q is true and Z is false, then Q or Z is true",1
"If B is false and F is false, then B or F is true",0
"If K is true and C is false, then K or C is true",1
"If Q is true and U is false, then Q or U is true",1
"If C is true and Q is true, then C or Q is true",1
"If V is true and C is true, then V or C is true",1
"If K is false and U is false, then K or U is true",0
"If Z is false and W is true, then Z or W is true",1
"If I is false and W is true, then I or W is true",1
"If A is false and S is false, then A or S is true",0
"If X is true and L is false, then X or L is true",1
"If S is false and O is false, then S or O is true",0
"If N is false and I is true, then N or I is true",1
"If L is false and K is false, then L or K is true",0
"If E is false and H is false, then E or H is true",0
"If C is true and Q is true, then C or Q is true",1
"If P is false and A is true, then P or A is true",1
"If B is true and O is true, then B or O is true",1
"If I is false and A is true, then I or A is true",1
"If F is true and I is true, then F or I is true",1
"If D is false and H is false, then D or H is true",0
"If U is false and E is false, then U or E is true",0
"If H is false and V is true, then H or V is true",1
"If U is true and Y is true, then U or Y is true",1
"If B is true and W is false, then B or W is true",1
"If S is false and N is false, then S or N is true",0
"If Q is false and D is true, then Q or D is true",1
"If T is true and X is true, then T or X is true",1
"If M is false and Y is true, then M or Y is true",1
"If O is false and D is true, then O or D is true",1
"If V is false and S is true, then V or S is true",1
"If V is false and L is true, then V or L is true",1
"If T is false and J is true, then T or J is true",1
"If I is false and L is true, then I or L is true",1
"If C is false and O is true, then C or O is true",1
"If Q is false and G is false, then Q or G is true",0
"If M is false and F is true, then M or F is true",1
"If I is false and V is false, then I or V is true",0
"If H is true and I is false, then H or I is true",1
"If C is false and P is false, then C or P is true",0
"If B is true and P is false, then B or P is true",1
"If Z is true and F is false, then Z or F is true",1
"If N is true and R is false, then N or R is true",1
"If E is false and Y is false, then E or Y is true",0
"If F is false and N is false, then F or N is true",0
"If S is true and M is true, then S or M is true",1
"If B is true and Q is true, then B or Q is true",1
"If I is false and Z is false, then I or Z is true",0
"If K is false and C is true, then K or C is true",1
"If U is true and H is false, then U or H is true",1
"If J is false and W is true, then J or W is true",1
"If U is true and W is true, then U or W is true",1
"If X is true and B is false, then X or B is true",1
"If M is true and Z is true, then M or Z is true",1
"If C is true and N is false, then C or N is true",1
"If E is false and Q is true, then E or Q is true",1
"If L is false and V is false, then L or V is true",0
"If M is true and X is false, then M or X is true",1
"If A is true and B is false, then A or B is true",1
"If S is false and F is true, then S or F is true",1
"If X is false and A is false, then X or A is true",0
"If I is false and M is true, then I or M is true",1
"If A is false and R is true, then A or R is true",1
"If D is true and U is true, then D or U is true",1
"If M is false and P is false, then M or P is true",0
"If I is true and R is true, then I or R is true",1
"If Y is false and S is false, then Y or S is true",0
"If D is true and S is false, then D or S is true",1
"If Q is true and B is false, then Q or B is true",1
"If U is false and M is true, then U or M is true",1
"If V is false and A is true, then V or A is true",1
"If E is true and Z is true, then E or Z is true",1
"If Q is true and R is false, then Q or R is true",1
"If L is true and B is true, then L or B is true",1
"If L is false and I is true, then L or I is true",1
"If H is true and L is true, then H or L is true",1
"If N is false and U is false, then N or U is true",0
"If X is true and U is false, then X or U is true",1
"If S is true and W is true, then S or W is true",1
"If T is true and A is false, then T or A is true",1
"If N is true and C is false, then N or C is true",1
"If I is false and L is false, then I or L is true",0
"If C is false and L is false, then C or L is true",0
"If O is true and H is true, then O or H is true",1
"If A is true and N is true, then A or N is true",1
"If C is true and M is false, then C or M is true",1
"If K is true and Q is false, then K or Q is true",1
"If W is false and L is true, then W or L is true",1
"If Y is true and S is true, then Y or S is true",1
"If S is true and N is false, then S or N is true",1
"If M is true and T is false, then M or T is true",1
"If M is false and F is false, then M or F is true",0
"If E is true and F is false, then E or F is true",1
"If X is false and O is true, then X or O is true",1
"If M is true and B is true, then M or B is true",1
"If I is false and F is false, then I or F is true",0
"If R is false and D is true, then R or D is true",1
"If Y is true and J is false, then Y or J is true",1
"If Y is false and U is false, then Y or U is true",0
"If B is false and T is false, then B or T is true",0
"If V is true and H is true, then V or H is true",1
"If V is false and Y is false, then V or Y is true",0
"If F is false and Y is true, then F or Y is true",1
"If R is true and S is false, then R or S is true",1
"If B is true and R is true, then B or R is true",1
"If X is true and C is false, then X or C is true",1
"If Q is false and W is false, then Q or W is true",0
"If R is true and X is true, then R or X is true",1
"If Q is false and L is true, then Q or L is true",1
"If W is false and N is true, then W or N is true",1
"If G is false and X is true, then G or X is true",1
"If Z is true and D is true, then Z or D is true",1
"If M is false and E is false, then M or E is true",0
"If F is true and C is true, then F or C is true",1
"If V is true and Q is true, then V or Q is true",1
"If U is false and Q is false, then U or Q is true",0
"If L is true and K is true, then L or K is true",1
"If D is true and S is false, then D or S is true",1
"If R is false and S is true, then R or S is true",1
"If B is false and L is false, then B or L is true",0
"If V is false and K is false, then V or K is true",0
"If C is true and O is true, then C or O is true",1
"If G is true and Z is true, then G or Z is true",1
"If Z is true and Y is true, then Z or Y is true",1
"If Z is false and L is false, then Z or L is true",0
"If C is false and S is true, then C or S is true",1
"If X is false and A is false, then X or A is true",0
"If T is false and J is false, then T or J is true",0
"If L is false and X is true, then L or X is true",1
"If S is false and R is true, then S or R is true",1
"If P is false and B is true, then P or B is true",1
"If G is true and E is true, then G or E is true",1
"If P is false and O is false, then P or O is true",0
"If Y is true and N is true, then Y or N is true",1
"If P is false and Y is false, then P or Y is true",0
"If J is false and V is false, then J or V is true",0
"If D is false and I is true, then D or I is true",1
"If M is false and U is false, then M or U is true",0
"If E is false and J is false, then E or J is true",0
"If Z is true and A is true, then Z or A is true",1
"If T is true and M is true, then T or M is true",1
"If Z is false and S is true, then Z or S is true",1
"If V is false and T is true, then V or T is true",1
"If Z is false and T is false, then Z or T is true",0
"If G is false and D is false, then G or D is true",0
"If I is true and V is true, then I or V is true",1
"If U is true and C is true, then U or C is true",1
"If R is true and A is false, then R or A is true",1
"If D is false and T is true, then D or T is true",1
"If G is false and I is false, then G or I is true",0
"If N is true and U is true, then N or U is true",1
"If A is false and X is true, then A or X is true",1
"If I is true and H is true, then I or H is true",1
"If V is false and R is true, then V or R is true",1
"If Z is true and O is false, then Z or O is true",1
"If S is false and K is false, then S or K is true",0
"If I is true and K is true, then I or K is true",1
"If E is false and Q is false, then E or Q is true",0
"If V is true and U is true, then V or U is true",1
"If J is true and M is false, then J or M is true",1
"If C is false and A is false, then C or A is true",0
"If A is true and B is true, then A or B is true",1
"If Z is false and S is false, then Z or S is true",0
"If Q is true and Y is true, then Q or Y is true",1
"If C is false and F is true, then C or F is true",1
"If P is false and U is true, then P or U is true",1
"If T is true and E is false, then T or E is true",1
"If O is true and R is false, then O or R is true",1
"If Y is true and N is false, then Y or N is true",1
"If W is true and J is false, then W or J is true",1
"If B is true and J is false, then B or J is true",1
"If A is true and V is false, then A or V is true",1
"If R is true and J is false, then R or J is true",1
"If Q is false and S is false, then Q or S is true",0
"If K is true and E is true, then K or E is true",1
"If G is true and B is true, then G or B is true",1
"If A is false and T is true, then A or T is true",1
"If X is true and M is true, then X or M is true",1
"If O is false and G is true, then O or G is true",1
"If H is false and F is false, then H or F is true",0
"If H is false and B is true, then H or B is true",1
"If Q is false and G is false, then Q or G is true",0
"If O is false and H is true, then O or H is true",1
"If U is false and M is true, then U or M is true",1
"If O is true and R is false, then O or R is true",1
"If O is true and M is false, then O or M is true",1
"If X is false and H is false, then X or H is true",0
"If X is true and P is true, then X or P is true",1
"If K is true and U is false, then K or U is true",1
"If D is false and G is false, then D or G is true",0
"If L is true and N is false, then L or N is true",1
"If N is true and B is true, then N or B is true",1
"If N is false and F is false, then N or F is true",0
"If S is false and M is true, then S or M is true",1
"If F is false and Y is true, then F or Y is true",1
"If J is true and F is false, then J or F is true",1
"If N is true and E is true, then N or E is true",1
"If Z is true and Q is false, then Z or Q is true",1
"If Q is true and O is true, then Q or O is true",1
"If H is true and Q is true, then H or Q is true",1
"If W is false and Z is true, then W or Z is true",1
"If B is false and H is false, then B or H is true",0
"If D is true and I is true, then D or I is true",1
"If F is false and H is true, then F or H is true",1
"If R is false and F is true, then R or F is true",1
"If E is false and D is false, then E or D is true",0
"If U is false and V is false, then U or V is true",0
"If K is true and N is false, then K or N is true",1
"If I is false and Q is true, then I or Q is true",1
"If B is true and Q is true, then B or Q is true",1
"If C is true and G is true, then C or G is true",1
"If V is false and F is true, then V or F is true",1
"If F is true and I is false, then F or I is true",1
"If P is false and S is true, then P or S is true",1
"If R is false and Z is true, then R or Z is true",1
"If U is true and F is false, then U or F is true",1
"If V is true and H is false, then V or H is true",1
"If X is false and H is false, then X or H is true",0
"If A is true and J is false, then A or J is true",1
"If P is true and A is false, then P or A is true",1
"If N is true and H is false, then N or H is true",1
"If S is false and D is true, then S or D is true",1
"If I is false and B is true, then I or B is true",1
"If V is false and K is false, then V or K is true",0
"If S is true and F is false, then S or F is true",1
"If A is false and T is false, then A or T is true",0
"If I is true and M is false, then I or M is true",1
"If C is false and N is true, then C or N is true",1
"If X is true and S is false, then X or S is true",1
"If X is true and I is true, then X or I is true",1
"If J is false and G is true, then J or G is true",1
"If Z is true and Y is true, then Z or Y is true",1
"If Q is false and X is true, then Q or X is true",1
"If N is false and H is false, then N or H is true",0
"If B is false and E is true, then B or E is true",1
"If W is true and I is true, then W or I is true",1
"If U is false and D is false, then U or D is true",0
"If H is true and Q is true, then H or Q is true",1
"If K is true and F is false, then K or F is true",1
"If D is true and C is true, then D or C is true",1
"If F is true and L is true, then F or L is true",1
"If L is true and A is false, then L or A is true",1
"If Z is true and R is true, then Z or R is true",1
"If R is true and E is true, then R or E is true",1
"If B is false and D is true, then B or D is true",1
"If Z is true and K is true, then Z or K is true",1
"If W is false and L is false, then W or L is true",0
"If U is false and A is true, then U or A is true",1
"If D is true and F is false, then D or F is true",1
"If N is true and I is false, then N or I is true",1
"If B is false and G is false, then B or G is true",0
"If Y is true and B is false, then Y or B is true",1
"If F is false and I is true, then F or I is true",1
"If P is true and A is false, then P or A is true",1
"If I is false and A is false, then I or A is true",0
"If X is true and T is false, then X or T is true",1
"If B is false and D is false, then B or D is true",0
"If O is false and V is false, then O or V is true",0
"If D is false and T is true, then D or T is true",1
"If W is false and L is false, then W or L is true",0
"If P is true and S is true, then P or S is true",1
"If O is true and N is true, then O or N is true",1
"If U is false and G is false, then U or G is true",0
"If K is true and O is false, then K or O is true",1
"If A is true and T is true, then A or T is true",1
"If B is false and O is true, then B or O is true",1
"If X is false and O is false, then X or O is true",0
"If L is false and G is false, then L or G is true",0
"If A is true and U is true, then A or U is true",1
"If P is false and S is true, then P or S is true",1
"If N is true and G is false, then N or G is true",1
"If B is false and I is true, then B or I is true",1
"If Z is false and O is true, then Z or O is true",1
"If W is true and L is false, then W or L is true",1
"If F is false and L is false, then F or L is true",0
"If X is true and J is true, then X or J is true",1
"If T is false and O is true, then T or O is true",1
"If B is true and J is false, then B or J is true",1
"If C is false and N is true, then C or N is true",1
"If P is true and Q is false, then P or Q is true",1
"If V is false and K is false, then V or K is true",0
"If Q is false and U is false, then Q or U is true",0
"If F is false and V is true, then F or V is true",1
"If G is true and U is true, then G or U is true",1
"If D is true and W is false, then D or W is true",1
"If M is true and Z is true, then M or Z is true",1
"If E is false and L is false, then E or L is true",0
"If G is true and K is false, then G or K is true",1
"If R is true and J is false, then R or J is true",1
"If I is false and L is true, then I or L is true",1
"If M is true and R is true, then M or R is true",1
"If W is false and S is true, then W or S is true",1
"If Z is false and O is true, then Z or O is true",1
"If K is true and U is true, then K or U is true",1
"If I is false and Q is false, then I or Q is true",0
"If V is false and Q is true, then V or Q is true",1
"If C is false and N is true, then C or N is true",1
"If J is true and O is false, then J or O is true",1
"If K is false and P is false, then K or P is true",0
"If R is false and L is false, then R or L is true",0
"If R is false and Y is true, then R or Y is true",1
"If C is true and W is true, then C or W is true",1
"If N is true and A is true, then N or A is true",1
"If V is true and T is true, then V or T is true",1
"If M is true and K is false, then M or K is true",1
"If S is true and G is true, then S or G is true",1
"If H is false and E is false, then H or E is true",0
"If W is true and I is false, then W or I is true",1
"If R is true and O is false, then R or O is true",1
"If X is true and F is false, then X or F is true",1
"If D is true and Z is false, then D or Z is true",1
"If A is false and Z is true, then A or Z is true",1
"If O is false and Y is true, then O or Y is true",1
"If P is true and Q is true, then P or Q is true",1
"If S is true and I is false, then S or I is true",1
"If I is false and X is false, then I or X is true",0
"If I is false and X is true, then I or X is true",1
"If C is true and Y is false, then C or Y is true",1
"If C is true and F is false, then C or F is true",1
"If J is false and G is true, then J or G is true",1
"If H is true and G is true, then H or G is true",1
"If L is false and T is true, then L or T is true",1
"If U is false and G is true, then U or G is true",1
"If Q is false and S is true, then Q or S is true",1
"If I is false and O is false, then I or O is true",0
"If C is true and H is false, then C or H is true",1
"If Y is true and J is false, then Y or J is true",1
"If W is true and N is false, then W or N is true",1
"If Y is false and N is false, then Y or N is true",0
"If S is true and N is false, then S or N is true",1
"If R is false and K is false, then R or K is true",0
"If K is true and E is false, then K or E is true",1
"If D is false and U is true, then D or U is true",1
"If W is false and C is true, then W or C is true",1
"If V is true and L is false, then V or L is true",1
"If O is true and Z is true, then O or Z is true",1
"If J is false and I is true, then J or I is true",1
"If T is true and N is false, then T or N is true",1
"If R is false and Q is true, then R or Q is true",1
"If H is true and T is true, then H or T is true",1
"If K is false and B is false, then K or B is true",0
"If I is true and A is false, then I or A is true",1
"If R is false and H is true, then R or H is true",1
"If A is false and Y is false, then A or Y is true",0
"If Y is false and B is false, then Y or B is true",0
"If S is true and H is true, then S or H is true",1
"If C is false and T is true, then C or T is true",1
"If Q is true and Y is false, then Q or Y is true",1
"If W is true and H is false, then W or H is true",1
"If U is true and X is true, then U or X is true",1
"If J is true and V is true, then J or V is true",1
"If T is true and A is false, then T or A is true",1
"If X is false and F is false, then X or F is true",0
"If O is false and W is false, then O or W is true",0
"If C is false and U is false, then C or U is true",0
"If Q is false and Z is true, then Q or Z is true",1
"If O is false and K is false, then O or K is true",0
"If Y is true and M is false, then Y or M is true",1
"If I is false and M is true, then I or M is true",1
"If L is false and Y is true, then L or Y is true",1
"If P is false and Q is false, then P or Q is true",0
"If D is false and B is false, then D or B is true",0
"If I is true and O is true, then I or O is true",1
