statement,label
"If G is true and L is true, then G XOR L is true",0
"If H is true and U is true, then H XOR U is true",0
"If I is false and L is false, then I XOR L is true",0
"If I is false and O is false, then I XOR O is true",0
"If W is false and F is false, then W XOR F is true",0
"If O is false and S is true, then O XOR S is true",1
"If C is true and E is false, then C XOR E is true",1
"If F is false and H is true, then F XOR H is true",1
"If O is false and X is true, then O XOR X is true",1
"If I is true and W is true, then I XOR W is true",0
"If S is true and I is true, then S XOR I is true",0
"If B is false and I is true, then B XOR I is true",1
"If X is true and H is true, then X XOR H is true",0
"If B is true and T is true, then B XOR T is true",0
"If M is false and X is false, then M XOR X is true",0
"If Z is false and X is false, then Z XOR X is true",0
"If S is false and Z is false, then S XOR Z is true",0
"If U is true and E is false, then U XOR E is true",1
"If V is false and X is true, then V XOR X is true",1
"If R is true and S is false, then R XOR S is true",1
"If S is false and N is false, then S XOR N is true",0
"If M is false and L is true, then M XOR L is true",1
"If L is false and M is true, then L XOR M is true",1
"If N is false and Y is false, then N XOR Y is true",0
"If J is false and F is true, then J XOR F is true",1
"If G is true and P is true, then G XOR P is true",0
"If R is false and P is true, then R XOR P is true",1
"If O is true and B is true, then O XOR B is true",0
"If K is false and O is false, then K XOR O is true",0
"If N is true and M is false, then N XOR M is true",1
"If Y is false and H is true, then Y XOR H is true",1
"If A is true and T is false, then A XOR T is true",1
"If A is true and H is true, then A XOR H is true",0
"If B is true and H is false, then B XOR H is true",1
"If X is false and W is true, then X XOR W is true",1
"If O is true and M is true, then O XOR M is true",0
"If U is true and S is true, then U XOR S is true",0
"If L is false and Z is true, then L XOR Z is true",1
"If Z is false and I is false, then Z XOR I is true",0
"If T is false and Q is false, then T XOR Q is true",0
"If C is false and A is true, then C XOR A is true",1
"If J is false and M is false, then J XOR M is true",0
"If E is true and H is true, then E XOR H is true",0
"If K is true and N is true, then K XOR N is true",0
"If Y is false and X is true, then Y XOR X is true",1
"If V is false and Y is false, then V XOR Y is true",0
"If O is true and R is true, then O XOR R is true",0
"If B is false and O is true, then B XOR O is true",1
"If I is false and H is false, then I XOR H is true",0
"If M is false and G is false, then M XOR G is true",0
"If G is true and X is false, then G XOR X is true",1
"If E is true and K is true, then E XOR K is true",0
"If Q is false and M is false, then Q XOR M is true",0
"If Z is true and H is false, then Z XOR H is true",1
"If Q is false and C is true, then Q XOR C is true",1
"If U is true and P is false, then U XOR P is true",1
"If E is false and Y is true, then E XOR Y is true",1
"If U is true and X is false, then U XOR X is true",1
"If S is false and N is false, then S XOR N is true",0
"If S is true and H is true, then S XOR H is true",0
"If Z is true and I is true, then Z XOR I is true",0
"If S is true and J is false, then S XOR J is true",1
"If A is false and B is true, then A XOR B is true",1
"If O is true and Y is true, then O XOR Y is true",0
"If P is true and T is false, then P XOR T is true",1
"If F is false and T is false, then F XOR T is true",0
"If B is true and V is true, then B XOR V is true",0
"If A is true and U is true, then A XOR U is true",0
"If V is true and W is true, then V XOR W is true",0
"If K is true and B is false, then K XOR B is true",1
"If C is false and A is true, then C XOR A is true",1
"If G is true and W is false, then G XOR W is true",1
"If A is false and L is false, then A XOR L is true",0
"If M is false and H is false, then M XOR H is true",0
"If J is true and H is true, then J XOR H is true",0
"If K is true and E is false, then K XOR E is true",1
"If C is true and Y is false, then C XOR Y is true",1
"If E is false and O is false, then E XOR O is true",0
"If D is false and N is false, then D XOR N is true",0
"If Q is true and S is false, then Q XOR S is true",1
"If D is true and S is true, then D XOR S is true",0
"If T is false and W is true, then T XOR W is true",1
"If X is false and J is true, then X XOR J is true",1
"If P is true and F is true, then P XOR F is true",0
"If M is false and V is false, then M XOR V is true",0
"If O is false and L is false, then O XOR L is true",0
"If X is true and E is false, then X XOR E is true",1
"If A is false and F is true, then A XOR F is true",1
"If M is true and H is false, then M XOR H is true",1
"If L is true and M is false, then L XOR M is true",1
"If G is true and W is false, then G XOR W is true",1
"If O is true and H is true, then O XOR H is true",0
"If R is true and L is true, then R XOR L is true",0
"If V is false and Z is false, then V XOR Z is true",0
"If B is true and U is true, then B XOR U is true",0
"If L is false and R is false, then L XOR R is true",0
"If I is false and T is false, then I XOR T is true",0
"If T is false and B is false, then T XOR B is true",0
"If H is true and P is false, then H XOR P is true",1
"If M is true and B is false, then M XOR B is true",1
"If X is true and C is true, then X XOR C is true",0
"If S is true and Z is true, then S XOR Z is true",0
"If M is true and G is false, then M XOR G is true",1
"If J is true and Q is true, then J XOR Q is true",0
"If H is false and I is true, then H XOR I is true",1
"If T is true and Q is true, then T XOR Q is true",0
"If L is false and R is true, then L XOR R is true",1
"If I is false and E is true, then I XOR E is true",1
"If O is false and C is false, then O XOR C is true",0
"If P is false and O is false, then P XOR O is true",0
"If P is false and O is false, then P XOR O is true",0
"If M is true and F is false, then M XOR F is true",1
"If H is false and G is true, then H XOR G is true",1
"If D is false and S is true, then D XOR S is true",1
"If H is false and T is false, then H XOR T is true",0
"If K is false and N is false, then K XOR N is true",0
"If K is false and O is true, then K XOR O is true",1
"If N is false and F is false, then N XOR F is true",0
"If W is false and B is true, then W XOR B is true",1
"If Y is false and J is false, then Y XOR J is true",0
"If C is true and K is false, then C XOR K is true",1
"If G is false and W is false, then G XOR W is true",0
"If X is true and N is true, then X XOR N is true",0
"If A is false and L is false, then A XOR L is true",0
"If O is false and L is false, then O XOR L is true",0
"If M is true and F is false, then M XOR F is true",1
"If Q is true and B is false, then Q XOR B is true",1
"If D is false and E is true, then D XOR E is true",1
"If L is false and J is true, then L XOR J is true",1
"If Q is true and O is true, then Q XOR O is true",0
"If D is true and O is true, then D XOR O is true",0
"If K is false and D is true, then K XOR D is true",1
"If Y is true and O is true, then Y XOR O is true",0
"If M is true and K is true, then M XOR K is true",0
"If H is true and K is false, then H XOR K is true",1
"If B is true and F is true, then B XOR F is true",0
"If C is false and W is true, then C XOR W is true",1
"If B is true and X is true, then B XOR X is true",0
"If C is false and T is true, then C XOR T is true",1
"If O is false and E is true, then O XOR E is true",1
"If H is false and Q is false, then H XOR Q is true",0
"If K is false and X is true, then K XOR X is true",1
"If D is false and H is true, then D XOR H is true",1
"If P is false and O is false, then P XOR O is true",0
"If E is true and T is true, then E XOR T is true",0
"If H is false and F is false, then H XOR F is true",0
"If P is true and B is false, then P XOR B is true",1
"If G is true and F is true, then G XOR F is true",0
"If X is false and N is false, then X XOR N is true",0
"If K is false and A is true, then K XOR A is true",1
"If I is true and G is false, then I XOR G is true",1
"If Y is false and B is false, then Y XOR B is true",0
"If O is true and R is false, then O XOR R is true",1
"If E is false and R is true, then E XOR R is true",1
"If C is false and Y is true, then C XOR Y is true",1
"If U is true and T is false, then U XOR T is true",1
"If V is false and Z is false, then V XOR Z is true",0
"If B is false and X is true, then B XOR X is true",1
"If F is false and U is false, then F XOR U is true",0
"If H is false and L is false, then H XOR L is true",0
"If Y is true and X is true, then Y XOR X is true",0
"If C is true and Z is false, then C XOR Z is true",1
"If B is false and H is true, then B XOR H is true",1
"If F is true and U is false, then F XOR U is true",1
"If J is true and I is false, then J XOR I is true",1
"If Y is false and Z is false, then Y XOR Z is true",0
"If F is true and H is true, then F XOR H is true",0
"If O is false and N is true, then O XOR N is true",1
"If Z is true and L is true, then Z XOR L is true",0
"If J is true and K is true, then J XOR K is true",0
"If Q is true and L is false, then Q XOR L is true",1
"If V is false and C is true, then V XOR C is true",1
"If W is true and G is true, then W XOR G is true",0
"If V is true and Q is true, then V XOR Q is true",0
"If T is true and L is true, then T XOR L is true",0
"If R is false and P is false, then R XOR P is true",0
"If Y is true and M is true, then Y XOR M is true",0
"If C is true and V is true, then C XOR V is true",0
"If N is true and U is true, then N XOR U is true",0
"If S is false and W is true, then S XOR W is true",1
"If D is true and P is true, then D XOR P is true",0
"If T is false and Z is true, then T XOR Z is true",1
"If D is false and S is true, then D XOR S is true",1
"If J is true and R is true, then J XOR R is true",0
"If M is false and D is true, then M XOR D is true",1
"If F is true and U is true, then F XOR U is true",0
"If L is true and W is true, then L XOR W is true",0
"If C is false and A is true, then C XOR A is true",1
"If R is false and I is false, then R XOR I is true",0
"If K is false and F is false, then K XOR F is true",0
"If D is true and X is false, then D XOR X is true",1
"If U is true and Y is true, then U XOR Y is true",0
"If B is true and F is true, then B XOR F is true",0
"If M is true and E is true, then M XOR E is true",0
"If V is true and C is true, then V XOR C is true",0
"If L is true and Q is true, then L XOR Q is true",0
"If Y is false and W is true, then Y XOR W is true",1
"If E is false and N is true, then E XOR N is true",1
"If I is true and A is true, then I XOR A is true",0
"If B is false and Q is false, then B XOR Q is true",0
"If Q is false and A is false, then Q XOR A is true",0
"If H is false and Q is true, then H XOR Q is true",1
"If J is true and T is true, then J XOR T is true",0
"If Z is true and D is false, then Z XOR D is true",1
"If N is true and J is true, then N XOR J is true",0
"If Q is false and Y is true, then Q XOR Y is true",1
"If G is false and R is false, then G XOR R is true",0
"If L is true and X is false, then L XOR X is true",1
"If S is true and D is true, then S XOR D is true",0
"If W is false and E is false, then W XOR E is true",0
"If G is false and Y is false, then G XOR Y is true",0
"If D is true and V is false, then D XOR V is true",1
"If P is false and N is true, then P XOR N is true",1
"If C is true and Q is true, then C XOR Q is true",0
"If C is true and T is false, then C XOR T is true",1
"If M is false and G is false, then M XOR G is true",0
"If X is true and K is true, then X XOR K is true",0
"If K is true and X is true, then K XOR X is true",0
"If T is true and D is false, then T XOR D is true",1
"If O is false and U is false, then O XOR U is true",0
"If W is false and O is true, then W XOR O is true",1
"If A is false and Z is true, then A XOR Z is true",1
"If B is false and O is true, then B XOR O is true",1
"If Q is false and L is false, then Q XOR L is true",0
"If O is true and U is true, then O XOR U is true",0
"If A is false and R is true, then A XOR R is true",1
"If D is false and U is true, then D XOR U is true",1
"If W is false and T is true, then W XOR T is true",1
"If F is true and Y is false, then F XOR Y is true",1
"If X is true and M is false, then X XOR M is true",1
"If G is false and Q is true, then G XOR Q is true",1
"If W is false and R is false, then W XOR R is true",0
"If Q is false and F is true, then Q XOR F is true",1
"If K is true and S is true, then K XOR S is true",0
"If T is true and H is true, then T XOR H is true",0
"If O is false and Y is true, then O XOR Y is true",1
"If S is true and J is true, then S XOR J is true",0
"If X is false and L is false, then X XOR L is true",0
"If F is true and P is false, then F XOR P is true",1
"If U is false and X is true, then U XOR X is true",1
"If R is false and K is false, then R XOR K is true",0
"If H is true and T is true, then H XOR T is true",0
"If U is false and R is false, then U XOR R is true",0
"If J is false and G is true, then J XOR G is true",1
"If W is false and M is false, then W XOR M is true",0
"If B is true and C is true, then B XOR C is true",0
"If E is true and G is true, then E XOR G is true",0
"If H is false and F is false, then H XOR F is true",0
"If J is false and Z is false, then J XOR Z is true",0
"If T is false and N is true, then T XOR N is true",1
"If W is false and N is true, then W XOR N is true",1
"If X is false and Z is true, then X XOR Z is true",1
"If I is false and V is true, then I XOR V is true",1
"If D is true and C is false, then D XOR C is true",1
"If I is false and C is false, then I XOR C is true",0
"If P is false and Y is false, then P XOR Y is true",0
"If H is true and B is true, then H XOR B is true",0
"If A is false and F is false, then A XOR F is true",0
"If S is true and E is false, then S XOR E is true",1
"If I is false and T is true, then I XOR T is true",1
"If N is false and O is false, then N XOR O is true",0
"If J is true and B is false, then J XOR B is true",1
"If L is true and N is false, then L XOR N is true",1
"If V is true and U is true, then V XOR U is true",0
"If E is false and W is false, then E XOR W is true",0
"If O is true and K is true, then O XOR K is true",0
"If B is false and Z is true, then B XOR Z is true",1
"If G is true and B is true, then G XOR B is true",0
"If V is true and Y is false, then V XOR Y is true",1
"If U is false and S is true, then U XOR S is true",1
"If T is true and M is false, then T XOR M is true",1
"If V is false and Z is false, then V XOR Z is true",0
"If X is true and J is true, then X XOR J is true",0
"If O is true and V is true, then O XOR V is true",0
"If Z is true and W is false, then Z XOR W is true",1
"If H is false and A is true, then H XOR A is true",1
"If F is true and H is true, then F XOR H is true",0
"If S is false and H is false, then S XOR H is true",0
"If R is false and J is true, then R XOR J is true",1
"If V is true and M is false, then V XOR M is true",1
"If K is false and J is false, then K XOR J is true",0
"If U is true and K is false, then U XOR K is true",1
"If W is true and Q is false, then W XOR Q is true",1
"If L is true and Q is false, then L XOR Q is true",1
"If X is true and F is false, then X XOR F is true",1
"If E is true and P is true, then E XOR P is true",0
"If Z is false and K is false, then Z XOR K is true",0
"If L is false and Z is false, then L XOR Z is true",0
"If H is true and X is false, then H XOR X is true",1
"If N is false and V is true, then N XOR V is true",1
"If W is true and Y is false, then W XOR Y is true",1
"If P is false and D is true, then P XOR D is true",1
"If J is true and E is false, then J XOR E is true",1
"If T is true and P is true, then T XOR P is true",0
"If R is false and V is false, then R XOR V is true",0
"If I is true and E is false, then I XOR E is true",1
"If H is true and X is false, then H XOR X is true",1
"If Y is false and B is true, then Y XOR B is true",1
"If P is false and J is true, then P XOR J is true",1
"If M is true and T is true, then M XOR T is true",0
"If Z is false and A is false, then Z XOR A is true",0
"If T is false and F is false, then T XOR F is true",0
"If R is false and H is false, then R XOR H is true",0
"If U is true and A is true, then U XOR A is true",0
"If X is true and C is false, then X XOR C is true",1
"If A is true and G is true, then A XOR G is true",0
"If P is true and K is true, then P XOR K is true",0
"If Z is false and J is false, then Z XOR J is true",0
"If U is true and D is true, then U XOR D is true",0
"If L is false and K is false, then L XOR K is true",0
"If T is false and J is false, then T XOR J is true",0
"If T is false and P is false, then T XOR P is true",0
"If M is false and Y is true, then M XOR Y is true",1
"If U is false and V is false, then U XOR V is true",0
"If P is true and B is false, then P XOR B is true",1
"If P is false and L is false, then P XOR L is true",0
"If L is false and A is true, then L XOR A is true",1
"If X is false and J is true, then X XOR J is true",1
"If G is true and M is false, then G XOR M is true",1
"If Y is true and G is true, then Y XOR G is true",0
"If I is true and C is true, then I XOR C is true",0
"If W is false and D is true, then W XOR D is true",1
"If E is true and R is false, then E XOR R is true",1
"If T is true and E is true, then T XOR E is true",0
"If G is true and H is true, then G XOR H is true",0
"If T is true and C is false, then T XOR C is true",1
"If T is false and P is false, then T XOR P is true",0
"If B is true and Z is true, then B XOR Z is true",0
"If Y is false and I is true, then Y XOR I is true",1
"If H is false and R is false, then H XOR R is true",0
"If X is false and E is true, then X XOR E is true",1
"If F is true and E is true, then F XOR E is true",0
"If J is true and F is true, then J XOR F is true",0
"If X is true and K is true, then X XOR K is true",0
"If Z is false and V is true, then Z XOR V is true",1
"If T is true and D is true, then T XOR D is true",0
"If N is true and O is true, then N XOR O is true",0
"If F is true and I is false, then F XOR I is true",1
"If K is true and H is false, then K XOR H is true",1
"If Y is false and R is true, then Y XOR R is true",1
"If O is true and W is false, then O XOR W is true",1
"If Z is true and A is false, then Z XOR A is true",1
"If P is false and W is false, then P XOR W is true",0
"If N is false and I is false, then N XOR I is true",0
"If B is true and M is true, then B XOR M is true",0
"If Z is false and U is true, then Z XOR U is true",1
"If X is true and M is true, then X XOR M is true",0
"If Z is true and Y is false, then Z XOR Y is true",1
"If H is false and F is true, then H XOR F is true",1
"If V is true and E is true, then V XOR E is true",0
"If U is true and H is false, then U XOR H is true",1
"If U is true and M is false, then U XOR M is true",1
"If C is true and D is false, then C XOR D is true",1
"If U is false and V is false, then U XOR V is true",0
"If C is false and H is true, then C XOR H is true",1
"If W is true and C is false, then W XOR C is true",1
"If K is false and H is true, then K XOR H is true",1
"If G is false and O is true, then G XOR O is true",1
"If Z is false and V is true, then Z XOR V is true",1
"If T is false and J is true, then T XOR J is true",1
"If T is false and O is true, then T XOR O is true",1
"If Z is false and A is false, then Z XOR A is true",0
"If C is true and I is true, then C XOR I is true",0
"If V is false and F is false, then V XOR F is true",0
"If A is true and Q is true, then A XOR Q is true",0
"If S is false and L is false, then S XOR L is true",0
"If D is false and T is false, then D XOR T is true",0
"If G is false and O is false, then G XOR O is true",0
"If N is false and O is true, then N XOR O is true",1
"If Z is false and L is false, then Z XOR L is true",0
"If Z is true and P is true, then Z XOR P is true",0
"If S is false and V is false, then S XOR V is true",0
"If V is true and Y is true, then V XOR Y is true",0
"If P is true and V is false, then P XOR V is true",1
"If T is true and A is false, then T XOR A is true",1
"If H is false and C is false, then H XOR C is true",0
"If H is false and Q is true, then H XOR Q is true",1
"If J is false and A is false, then J XOR A is true",0
"If S is false and X is true, then S XOR X is true",1
"If X is true and G is true, then X XOR G is true",0
"If U is true and A is true, then U XOR A is true",0
"If Z is false and Y is true, then Z XOR Y is true",1
"If M is true and Q is false, then M XOR Q is true",1
"If T is false and K is true, then T XOR K is true",1
"If W is false and R is true, then W XOR R is true",1
"If T is true and G is false, then T XOR G is true",1
"If R is true and H is false, then R XOR H is true",1
"If E is true and B is false, then E XOR B is true",1
"If O is false and V is false, then O XOR V is true",0
"If P is false and D is false, then P XOR D is true",0
"If J is false and K is false, then J XOR K is true",0
"If V is false and W is false, then V XOR W is true",0
"If L is false and A is true, then L XOR A is true",1
"If U is false and P is false, then U XOR P is true",0
"If O is false and K is false, then O XOR K is true",0
"If W is true and A is false, then W XOR A is true",1
"If Q is false and R is true, then Q XOR R is true",1
"If A is true and R is true, then A XOR R is true",0
"If I is false and L is false, then I XOR L is true",0
"If W is false and D is false, then W XOR D is true",0
"If P is true and S is false, then P XOR S is true",1
"If F is false and Z is true, then F XOR Z is true",1
"If I is true and S is true, then I XOR S is true",0
"If Y is false and C is true, then Y XOR C is true",1
"If L is true and G is false, then L XOR G is true",1
"If J is true and V is false, then J XOR V is true",1
"If N is false and F is true, then N XOR F is true",1
"If T is false and W is false, then T XOR W is true",0
